,clean company name,original company names,original row number,company matches,fuzz ratio
2746,liddell laboratoriess,"Liddell Laboratoriess, Inc.",3751,['liddell laboratoriess'],[100]
2747,lidl,"Lidl US LLC, LIDL US, LLC, Lidl USA LLC","3752, 3753, 3754","['lidl', 'lidl', 'lidl'], ['lidl', 'lidl', 'lidl'], ['lidl', 'lidl', 'lidl']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2748,liebel-flarsheim,Liebel-Flarsheim Company LLC,3755,['liebel-flarsheim'],[100]
2749,life,"HEALTH LIFE, Life Supply Corp","2936, 3758","['life', 'life'], ['life', 'life']","[100, 100], [100, 100]"
2750,life choice,Life Choice Ltd.,3756,['life choice'],[100]
2751,life molecular imaging,"Life Molecular Imaging, SA",3757,['life molecular imaging'],[100]
2752,life research,"4Life Research USA, LLC",50,['life research'],[100]
2753,lifecure rx specialty pharmacy,Lifecure Rx Specialty Pharmacy,3759,['lifecure rx specialty pharmacy'],[100]
2754,lifestar,"Lifestar Pharma LLC, Lifestar Pharma LLC.","3760, 3761","['lifestar', 'lifestar'], ['lifestar', 'lifestar']","[100, 100], [100, 100]"
2755,lifetech resources,"Lifetech Resources, LLC",3762,['lifetech resources'],[100]
2756,lifetime fat loss centers,Lifetime Fat Loss Centers,3763,['lifetime fat loss centers'],[100]
2757,lifsa drugs,Lifsa Drugs Llc,3764,['lifsa drugs'],[100]
2758,light salon boost,The Light Salon Boost Limited,6276,['light salon boost'],[100]
2759,lights manufacture,"Lights Medical Manufacture Co., Ltd.",3765,['lights manufacture'],[100]
2760,likewise,Likewise Incorporated,3766,['likewise'],[100]
2761,lil drug store,"Lil Drug Store Products, Inc, Lil' Drug Store Products, Inc, Lil' Drug Store Products, Inc.","3767, 3768, 3769","['lil drug store', 'lil drug store', 'lil drug store'], ['lil drug store', 'lil drug store', 'lil drug store'], ['lil drug store', 'lil drug store', 'lil drug store']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2762,lin quan enterprises,"Lin Quan Enterprises Co., Ltd.",3770,['lin quan enterprises'],[100]
2763,lina gale,"Lina Gale, LINA GALE, INC, Lina Gale, Inc.","3771, 3772, 3773","['lina gale', 'lina gale', 'lina gale'], ['lina gale', 'lina gale', 'lina gale'], ['lina gale', 'lina gale', 'lina gale']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2764,linde gas north america,Linde Gas North America LLC,3774,['linde gas north america'],[100]
2765,line industries,Care Line Industries,1380,['line industries'],[100]
2766,linea jose ignacio,Linea Jose Ignacio LLC,3775,['linea jose ignacio'],[100]
2767,lineage therapeutics,Lineage Therapeutics Inc,3776,['lineage therapeutics'],[100]
2768,ling nam medicine factory,Ling Nam Medicine Factory (H.K.) Ltd.,3777,['ling nam medicine factory'],[100]
2769,linger water,LINGER WATER,3778,['linger water'],[100]
2770,linhart,Linhart Inc,3779,['linhart'],[100]
2771,links,Links Medical Products,3780,['links'],[100]
2772,lionesse,"LIONESSE USA INC., Lionesse USA, Inc.","3781, 3782","['lionesse', 'lionesse'], ['lionesse', 'lionesse']","[100, 100], [100, 100]"
2773,lippmann enterprises,"Lippmann Enterprises, LLC",3784,['lippmann enterprises'],[100]
2774,liquid transfills,"Liquid O2 Transfills, Inc.",3785,['liquid transfills'],[100]
2775,little,"Little Pharma, Inc.",3789,['little'],[100]
2776,little bubs,LITTLE BUBS COMPANY PTY LTD,3786,['little bubs'],[100]
2777,little giant,Little Giant Holdings LLC,3787,['little giant'],[100]
2778,little moon essentials,Little Moon Essentials,3788,['little moon essentials'],[100]
2779,littles skin,"Littles Skin Care, Inc, Littles Skin Care, Inc., Littles Skin Care, Incorporated","3790, 3791, 3792","['littles skin', 'littles skin', 'littles skin'], ['littles skin', 'littles skin', 'littles skin'], ['littles skin', 'littles skin', 'littles skin']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2780,littleton homecare,"Littleton Homecare Supply, Inc.",3793,['littleton homecare'],[100]
2781,liuzhou lmz,"LIUZHOU LMZ CO., LTD.",3794,['liuzhou lmz'],[100]
2782,liva,Liva Pharmaceuticals Limited,3795,['liva'],[100]
2783,livcorp,LivCorp Inc.,3796,['livcorp'],[100]
2784,live better,LIVE BETTER (The Great Atlantic & Pacific Tea Company),3797,['live better'],[100]
2785,living better brands,Living Better Brands LLC,3798,['living better brands'],[100]
2786,living well remedies,"Living Well Remedies, LLC",3799,['living well remedies'],[100]
2787,lix super markets,lix Super Markets Inc,3800,['lix super markets'],[100]
2788,lizk,"LIZK Co., Ltd.",3801,['lizk'],[100]
2789,llorens division,"Llorens Pharmaceutical International Division, Llorens Pharmaceutical International Division, Inc., Llorens Pharmaceuticals International Division","3802, 3803, 3804","['llorens division', 'llorens division', 'llorens division'], ['llorens division', 'llorens division', 'llorens division'], ['llorens division', 'llorens division', 'llorens division']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2790,lnk,"L.N.K. International, Inc.",3609,['lnk'],[100]
2791,lob,LOB20,3805,['lob'],[100]
2792,loesch laboratory consultant,"Loesch Laboratory Consultant, INC.",3806,['loesch laboratory consultant'],[100]
2793,lofthouse fleetwood,"Lofthouse of Fleetwood, Ltd.",3807,['lofthouse fleetwood'],[100]
2794,logic product,Logic Product Group LLC,3808,['logic product'],[100]
2795,lohxa,"Lohxa, Lohxa, LLC","3809, 3810","['lohxa', 'lohxa'], ['lohxa', 'lohxa']","[100, 100], [100, 100]"
2796,longbow first aid manufactory,Longbow first aid products manufactory,3811,['longbow first aid manufactory'],[100]
2797,longood medicine,"Longood Medicine (Beijing) Co., Ltd.",3812,['longood medicine'],[100]
2798,lorac cosmetics,"Lorac Cosmetics, Inc.",3813,['lorac cosmetics'],[100]
2799,loreal,"L'Oreal USA Products Inc, L'Oreal USA Products Inc., L'Oreal USA Products, Inc., L'OREAL USA, INC.","3613, 3614, 3615, 3616","['loreal', 'loreal', 'loreal', 'loreal'], ['loreal', 'loreal', 'loreal', 'loreal'], ['loreal', 'loreal', 'loreal', 'loreal'], ['loreal', 'loreal', 'loreal', 'loreal']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
2800,lornamead,Lornamead,3814,['lornamead'],[100]
2801,lost tree,"Lost Tree Health, LLC",3815,['lost tree'],[100]
2802,lotus brands,"LOTUS BRANDS, INC.",3816,['lotus brands'],[100]
2803,lotus nantou plant,"Lotus Pharmaceutical Co., Ltd. Nantou Plant",3817,['lotus nantou plant'],[100]
2804,lovely skin,"Lovely Skin, Inc.",3818,['lovely skin'],[100]
2805,loving more,Loving Care and More Home Medical,3819,['loving more'],[100]
2806,loxo oncology,"Loxo Oncology, Inc.",3820,['loxo oncology'],[100]
2807,lsne-leon slu,LSNE-LEON SLU,3821,['lsne-leon slu'],[100]
2808,ltc,LTC Products Inc.,3822,['ltc'],[100]
2809,lubbock oxygen&medical gases,"Lubbock Oxygen & Medical Gases, Inc.",3823,['lubbock oxygen&medical gases'],[100]
2810,lubbock welding,Lubbock Welding Supply,3824,['lubbock welding'],[100]
2811,lucasns,lucasns,3825,['lucasns'],[100]
2812,lucella,"Lucella Co.,ltd",3826,['lucella'],[100]
2813,lucerne north america,Lucerne North America LLC,3827,['lucerne north america'],[100]
2814,lucy goods,"Lucy Goods, Inc.",3828,['lucy goods'],[100]
2815,luen fook medicine sdn,LUEN FOOK MEDICINE SDN. BHD.,3829,['luen fook medicine sdn'],[100]
2816,luen wah hk medicine,LUEN WAH HK MEDICINE LTD,3830,['luen wah hk medicine'],[100]
2817,lugus,Lugus Group LLC,3831,['lugus'],[100]
2818,lukare,"Lukare Medical, LLC",3832,['lukare'],[100]
2819,lumene,Lumene Oy,3833,['lumene'],[100]
2820,lundbeck,Lundbeck Pharmaceuticals LLC,3834,['lundbeck'],[100]
2821,lung choy shung five photos brand medicine fty,LUNG CHOY SHUNG FIVE PHOTOS BRAND MEDICINE FTY,3835,['lung choy shung five photos brand medicine fty'],[100]
2822,luoding quality amenities,Luoding Quality Amenities Supply Limited,3836,['luoding quality amenities'],[100]
2823,luoyang muchun,"Luoyang Muchun Pharmaceutical Co, Ltd",3837,['luoyang muchun'],[100]
2824,lupin,"LUPIN LIMITED, Lupin Pharma, Lupin Pharmaceuticals Inc, Lupin Pharmaceuticals, Inc.","3838, 3839, 3840, 3841","['lupin', 'lupin', 'lupin', 'lupin'], ['lupin', 'lupin', 'lupin', 'lupin'], ['lupin', 'lupin', 'lupin', 'lupin'], ['lupin', 'lupin', 'lupin', 'lupin']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
2825,lupin pharmaceuticalsinc,"Lupin Pharmaceuticals,Inc.",3842,['lupin pharmaceuticalsinc'],[100]
2826,lupuca,Lupuca Pharma GmbH,3843,['lupuca'],[100]
2827,luxe art beaute,Luxe Art Beaute SAS,3844,['luxe art beaute'],[100]
2828,luzern,"Luzern Laboratories, Inc, Luzern Laboratories, Inc.","3845, 3846","['luzern', 'luzern'], ['luzern', 'luzern']","[100, 100], [100, 100]"
2829,lvmh fragrance brands,LVMH Fragrance Brands,3847,['lvmh fragrance brands'],[100]
2830,lycl,Lycl Inc.,3848,['lycl'],[100]
2831,lydia,"LYDIA Co., Ltd, Lydia Co., Ltd.","3849, 3850","['lydia', 'lydia'], ['lydia', 'lydia']","[100, 100], [100, 100]"
2832,lyne,"Lyne Laboratories, Inc.",3851,['lyne'],[100]
2833,líoreal,LíOreal USA Products Inc,3783,['líoreal'],[100]
2834,m,"3M Company, 3M Health Care","45, 47","['m', 'm'], ['m', 'm']","[100, 100], [100, 100]"
2835,m espe dental,3M ESPE Dental Products,46,['m espe dental'],[100]
2836,m&m beauty wellness,"M&M Beauty and Wellness, LLC",3852,['m&m beauty wellness'],[100]
2837,m&s dental,"M&S Dental Supply Co., LLC",3853,['m&s dental'],[100]
2838,maag prescription center,"Maag Prescription Center, LLC",3854,['maag prescription center'],[100]
2839,mabscott,Mabscott Supply Company,3855,['mabscott'],[100]
2840,mac,"MAC Medical Supply Company, Inc.",3856,['mac'],[100]
2841,macau-union,MACAU-UNION PHARMACEUTICAL LTD,3857,['macau-union'],[100]
2842,machine&welding arc gases south,Machine & Welding Supply Company dba Arc3 Gases South,3858,['machine&welding arc gases south'],[100]
2843,macleods,Macleods Pharmaceuticals Limited,3859,['macleods'],[100]
2844,maco productions,Maco Productions,3860,['maco productions'],[100]
2845,macoven,Macoven Pharmaceuticals,3861,['macoven'],[100]
2846,mada,"Mada Medical Products, Inc.",3862,['mada'],[100]
2847,madeof,"MADEOF, LLC",3863,['madeof'],[100]
2848,madison one acme,MADISON ONE ACME INC,3864,['madison one acme'],[100]
2849,maesa,MAESA LLC,3865,['maesa'],[100]
2850,magna,"Magna Pharmaceuticals, Inc.",3867,['magna'],[100]
2851,magna pharmaceutcals,"Magna Pharmaceutcals, Inc.",3866,['magna pharmaceutcals'],[100]
2852,magna pharmceuticals,"Magna Pharmceuticals, Inc.",3868,['magna pharmceuticals'],[100]
2853,magnegas welding supply-south,"Magnegas Welding Supply-South, LLC",3869,['magnegas welding supply-south'],[100]
2854,magnesium direct,MAGNESIUM DIRECT INC.,3870,['magnesium direct'],[100]
2855,magni,"Magni Company, The Magni Company, The Magni Group Inc","3871, 6277, 6278","['magni', 'magni', 'magni'], ['magni', 'magni', 'magni'], ['magni', 'magni', 'magni']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2856,magno-humphries,"Magno-Humphries, Inc.",3873,['magno-humphries'],[100]
2857,magno-humphries labs,"Magno-Humphries Labs, Inc.",3872,['magno-humphries labs'],[100]
2858,magverz,MAGVERZ INC,3874,['magverz'],[100]
2859,maia,"MAIA PHARMACEUTICALS, INC, MAIA Pharmaceuticals, Inc.","3875, 3876","['maia', 'maia'], ['maia', 'maia']","[100, 100], [100, 100]"
2860,main line supplies,Main Line Medical Supplies Inc,3877,['main line supplies'],[100]
2861,maine oxy-acetylene,Maine Oxy-Acetylene Supply Company,3878,['maine oxy-acetylene'],[100]
2862,mainpointe,Mainpointe Pharmaceuticals,3879,['mainpointe'],[100]
2863,majestic drug,"Majestic Drug Co., INC.",3880,['majestic drug'],[100]
2864,major,"Major, Major Medical Supply LLC, Major Pharmaceuticals, MAJOR PHARMACEUTICALS INC, MAJOR Pharmaceuticals Inc., Major Pharmaceuticals, Inc, Major Pharmaceuticals, Inc.","3881, 3882, 3884, 3885, 3886, 3887, 3888","['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major'], ['major', 'major', 'major', 'major', 'major', 'major', 'major']","[100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100]"
2865,major pharamceuticals,Major Pharamceuticals,3883,['major pharamceuticals'],[100]
2866,make up for ever,Make Up For Ever S.A,3889,['make up for ever'],[100]
2867,makeup art cosmetics,MAKEUP ART COSMETICS,3891,['makeup art cosmetics'],[100]
2868,makètaô sunscreen lotion with aloe vera spf,MakÈtaô Sunscreen Lotion with Aloe Vera SPF 30,3890,['makètaô sunscreen lotion with aloe vera spf'],[100]
2869,mala,"MAlA Pharmaceuticals, Inc.",3892,['mala'],[100]
2870,malin goetz,Malin and Goetz Inc,3893,['malin goetz'],[100]
2871,mallinckrodt,"Mallinckrodt Inc (Brand Pharmaceuticals), Mallinckrodt, Inc.","3896, 3897","['mallinckrodt', 'mallinckrodt'], ['mallinckrodt', 'mallinckrodt']","[100, 100], [100, 100]"
2872,mallinckrodt ard,Mallinckrodt ARD LLC,3894,['mallinckrodt ard'],[100]
2873,mallinckrodt hospital,Mallinckrodt Hospital Products Inc.,3895,['mallinckrodt hospital'],[100]
2874,mallygirl,"MallyGirl, LLC",3898,['mallygirl'],[100]
2875,mamiba,MAMIBA,3899,['mamiba'],[100]
2876,mana,Mana Products,3900,['mana'],[100]
2877,mangiacotti,"Mangiacotti, Inc",3901,['mangiacotti'],[100]
2878,manna omni,Manna Omni International Incorporated,3902,['manna omni'],[100]
2879,mannel,"Mannel USA, LLC",3903,['mannel'],[100]
2880,mannkind,Mannkind Corporation,3904,['mannkind'],[100]
2881,manuel enterprises nepenthe equipment,"Manuel Enterprises, Inc. dba Nepenthe Home Medical Equipment",3905,['manuel enterprises nepenthe equipment'],[100]
2882,manupro,"Manupro, Inc.",3906,['manupro'],[100]
2883,mapco express,Mapco Express,3907,['mapco express'],[100]
2884,maplewood,Maplewood Company,3908,['maplewood'],[100]
2885,marathon,"Marathon Pharmaceuticals, LLC",3909,['marathon'],[100]
2886,marc glassman,"Marc Glassman Inc., MARC GLASSMAN, INC, Marc Glassman, Inc.","3910, 3911, 3912","['marc glassman', 'marc glassman', 'marc glassman'], ['marc glassman', 'marc glassman', 'marc glassman'], ['marc glassman', 'marc glassman', 'marc glassman']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2887,marcasusa,MarcasUSA LLC,3913,['marcasusa'],[100]
2888,marco,Marco Pharma International LLC.,3914,['marco'],[100]
2889,marcususa,MarcusUSA,3915,['marcususa'],[100]
2890,marina biotech,Marina BioTech,3916,['marina biotech'],[100]
2891,mariner biomedical,Mariner Biomedical Inc.,3917,['mariner biomedical'],[100]
2892,market america,Market America,3918,['market america'],[100]
2893,market new york,Market Group New York LLC,3919,['market new york'],[100]
2894,marketites,Marketites LLC,3920,['marketites'],[100]
2895,markey,"Markey Products, LLC",3921,['markey'],[100]
2896,marksans,MARKSANS PHARMA LIMITED,3922,['marksans'],[100]
2897,markwins beauty,"Markwins Beauty Products Inc., Markwins Beauty Products, Inc.","3923, 3924","['markwins beauty', 'markwins beauty'], ['markwins beauty', 'markwins beauty']","[100, 100], [100, 100]"
2898,markwins cosmetic,"Markwins Cosmetic (ShenZhen) Co., Ltd.",3925,['markwins cosmetic'],[100]
2899,marlex,Marlex Pharmaceuticals Inc,3926,['marlex'],[100]
2900,marlinz,"Marlinz Pharma, LLC",3927,['marlinz'],[100]
2901,marly skin na,Marly Skin NA Inc,3928,['marly skin na'],[100]
2902,marnel,"Marnel Pharmaceuticals, Inc., Marnel Pharmaceuticals, LLC","3929, 3930","['marnel', 'marnel'], ['marnel', 'marnel']","[100, 100], [100, 100]"
2903,mart,Health Mart,2937,['mart'],[100]
2904,marwins beauty,"Marwins Beauty Products, Inc.",3931,['marwins beauty'],[100]
2905,mary kay,Mary Kay Inc.,3932,['mary kay'],[100]
2906,maryhelene enterprises,MARYHELENE ENTERPRISES INC,3933,['maryhelene enterprises'],[100]
2907,mas management,"MAS Management Group Inc., MAS MANAGEMENT GROUP, INC.","3934, 3935","['mas management', 'mas management'], ['mas management', 'mas management']","[100, 100], [100, 100]"
2908,massachusetts general hospital,Massachusetts General Hospital,3936,['massachusetts general hospital'],[100]
2909,massbiologics,MassBiologics,3937,['massbiologics'],[100]
2910,massco dental division dunagin,Massco Dental A Division of Dunagin Pharmaceuticals,3938,['massco dental division dunagin'],[100]
2911,matesic method,"Matesic Method, LLC",3939,['matesic method'],[100]
2912,matheson tri-gas,"Matheson Tri-Gas, Inc.",3940,['matheson tri-gas'],[100]
2913,matrix source,"Matrix Source USA, Inc",3941,['matrix source'],[100]
2914,matrixx initiatives,"Matrixx Initiatives, Inc.",3942,['matrixx initiatives'],[100]
2915,matys healthy,Matys Healthy Products Llc,3943,['matys healthy'],[100]
2916,maverick oxygen&respiratory equipment,"MAVERICK OXYGEN & RESPIRATORY EQUIPMENT, LLC",3944,['maverick oxygen&respiratory equipment'],[100]
2917,max huber research lab,MAX HUBER RESEARCH LAB INC,3945,['max huber research lab'],[100]
2918,maxam,MAXAM,3947,['maxam'],[100]
2919,maxill,"Maxill Inc, Maxill Inc.","3948, 3949","['maxill', 'maxill'], ['maxill', 'maxill']","[100, 100], [100, 100]"
2920,maximum results solution,"Maximum Results Solution, Inc.",3950,['maximum results solution'],[100]
2921,maxlife,"MAXLIFE USA, INC.",3951,['maxlife'],[100]
2922,maxs breathe easy gases&supplies,"Max's Breathe Easy Gases & Supplies, Inc.",3946,['maxs breathe easy gases&supplies'],[100]
2923,mayer,"Mayer Laboratories, Inc.",3952,['mayer'],[100]
2924,mayimhayyim bio,"MayimHayyim Bio Co., ltd.",3953,['mayimhayyim bio'],[100]
2925,mayinglong,"Mayinglong Pharmaceutical Group Co Ltd, Mayinglong Pharmaceutical Group Co., Ltd","3954, 3955","['mayinglong', 'mayinglong'], ['mayinglong', 'mayinglong']","[100, 100], [100, 100]"
2926,mayne,"Mayne Pharma, Mayne Pharma Inc, Mayne Pharma Inc.","3956, 3957, 3958","['mayne', 'mayne', 'mayne'], ['mayne', 'mayne', 'mayne'], ['mayne', 'mayne', 'mayne']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2927,mayo clinic,Mayo Clinic,3959,['mayo clinic'],[100]
2928,mayway,Mayway Corporation,3960,['mayway'],[100]
2929,maywell,"Maywell Co,. Ltd., Maywell Co., Ltd.","3961, 3962","['maywell', 'maywell'], ['maywell', 'maywell']","[100, 100], [100, 100]"
2930,mbi distributing,MBI Distributing Inc.,3963,['mbi distributing'],[100]
2931,mcabee,McAbee Medical Inc.,3964,['mcabee'],[100]
2932,mccord research,McCord Research,3965,['mccord research'],[100]
2933,mcdonald welding,"McDonald Welding Supply, Inc",3966,['mcdonald welding'],[100]
2934,mcguff,"McGuff Pharmaceuticals, Inc.",3967,['mcguff'],[100]
2935,mckesson,"McKesson, McKesson (Health Mart), Mckesson (Sun Mark), McKesson (Sunmark), McKesson Corporation","3968, 3969, 3970, 3971, 3972","['mckesson', 'mckesson', 'mckesson', 'mckesson', 'mckesson'], ['mckesson', 'mckesson', 'mckesson', 'mckesson', 'mckesson'], ['mckesson', 'mckesson', 'mckesson', 'mckesson', 'mckesson'], ['mckesson', 'mckesson', 'mckesson', 'mckesson', 'mckesson'], ['mckesson', 'mckesson', 'mckesson', 'mckesson', 'mckesson']","[100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100]"
2936,mckesson drug,McKesson Drug,3975,['mckesson drug'],[100]
2937,mckesson medical-surgical,"McKesson Medical-Surgical, McKesson Medical-Surgical Inc., McKesson Medical-Surgical, Inc.","3976, 3977, 3978","['mckesson medical-surgical', 'mckesson medical-surgical', 'mckesson medical-surgical'], ['mckesson medical-surgical', 'mckesson medical-surgical', 'mckesson medical-surgical'], ['mckesson medical-surgical', 'mckesson medical-surgical', 'mckesson medical-surgical']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
