,Code,Description,Count
39074,NAMIVI,Navilyst Medical Inc,188.0
39075,NAMSA,North American Science Associates Inc,95.0
39076,NAMSPL,Namdhari Seeds Pvt Ltd,6.0
39077,NAMTAI,Nam Tai Property Inc,194.0
39078,NAMUED,National Association for Music Education,2.0
39079,NAMUIC,National Association of Mutual Insurance Companies,11.0
39080,NAMUL,Nomura Asset Management U.K. Ltd,4.0
39081,NAN,NIGERIA NEWS AGENCY,1.0
39082,NANACO,EIZO Corp.,8.0
39083,NANASI,Nova Analytical Systems Inc,2.0
39084,NANBIO,BlueWillow Biologics,279.0
39085,NANCI,Provimi North America Inc.,6.0
39086,NANCLI,"NanoCarrier Co., Ltd.",124.0
39087,NANDGL,Nadel & Gussman LLC,10.0
39088,NANEXI,Nandan Denim Ltd.,5.0
39089,NANFNG,Nan Fung Group,8.0
39090,NANGEN,Nanogen Inc,211.0
39091,NANHLA,Formycon AG,196.0
39092,NANINK,NanoInk Inc,8.0
39093,NANITG,Nanion Technologies GmbH,41.0
39094,NANJI,Nanjing Xinjiekou Department Store Co Ltd,9.0
39095,NANKAU,Nankai University,157.0
39096,NANMCL,Nanma Manufacturing Co. Limited,4.0
39097,NANMED,NanJing Pharmaceutical Co Ltd,26.0
39098,NANOBI,Nanospectra Biosciences Inc.,28.0
39099,NANOBS,Nanobiotix SA,1140.0
39100,NANODE,Nanogate SE,29.0
39101,NANOHI,NanoHorizons Inc,4.0
39102,NANOHO,HK Battery Technology Inc.,13.0
39103,NANOM,Nanometrics Inc,538.0
39104,NANOPH,Nanophase Technologies Corp,126.0
39105,NANOSI,Nanosolar Inc.,2.0
39106,NANOSN,Nanosonics Ltd,156.0
39107,NANOSW,Nanologica AB,15.0
39108,NANPCB,Nan Ya PCB Corporation,1.0
39109,NANR,"NANA Regional Corporation, Inc.",6.0
39110,NANSCE,Frontier Smart Technologies Group Ltd.,2.0
39111,NANSEI,NSL Analytical Services Inc.,1.0
39112,NANSPF,Nancy's Specialty Foods,3.0
39113,NANSSK,Nansei Sekiyu K.K.,2.0
39114,NANSYS,Nanosys Inc,18.0
39115,NANTBK,The Nanto Bank Ltd,2.0
39116,NANTHS,Nanticoke Health Services Inc.,6.0
39117,NANTOC,Nantahala Outdoor Center Inc.,1.0
39118,NANTWO,NantWorks LLC,881.0
39119,NANUSA,Nanomix Inc.,12.0
39120,NANYTE,Nanya Technology Corporation,11.0
39121,NANYTU,Nanyang Technological University,229.0
39122,NAOCAV,National Association of Consumer Advocates,3.0
39123,NAOCOE,National Association of Real Estate Investment Trusts,35.0
39124,NAOELA,"National Academy of Elder Law Attorneys, Inc.",1.0
39125,NAOHT,National Association of Head Teachers,5.0
39126,NAORDI,National Organization on Disability,6.0
39127,NAORFE,National Active and Retired Federal Employees Association,1.0
39128,NAOSAT,National Alliance Of State And Territorial Aids Directors,3.0
39129,NAOSBA,National Association of State Boards of Accountancy,9.0
39130,NAOSDI,Financial Industry Regulatory Authority Inc.,2808.0
39131,NAOSOU,National Academy of Sciences of Ukraine,5.0
39132,NAOSPL,Naaptol Online Shopping Pvt Ltd,1.0
39133,NAPABA,National Asian Pacific American Bar Association,3.0
39134,NAPATE,National Parent Teacher Association,1.0
39135,NAPCH,Napp Pharmaceutical Holdings Ltd,12.0
39136,NAPER,Naspers Ltd,58.0
39137,NAPHCI,NaphCare Inc.,23.0
39138,NAPIBO,National Plastic Industries Ltd,3.0
39139,NAPLA,"NPC Co., Ltd.",3.0
39140,NAPNAP,National Association of Pediatric Nurse Practitioners,32.0
39141,NAPOO,National Association of Police Organizations,18.0
39142,NAPOPH,Napo Pharmaceuticals Inc.,825.0
39143,NAPPPL,Napp Pharmaceuticals Ltd,52.0
39144,NAPRCU,National Press Club,244.0
39145,NAPRDK,Napredak Holding AD,40.0
39146,NAPRIN,Sibannac Inc.,107.0
39147,NAPROB,Tapestry Pharmaceuticals Inc,47.0
39148,NAPRPH,National Press Photographers Association,1.0
39149,NAPSA,Napoli SA,2.0
39150,NAPSYS,NAPCO Security Technologies Inc.,135.0
39151,NAPTEC,Napp Technologies Inc,67.0
39152,NAPTYL,Novartis Australia Pty Limited,18.0
39153,NAPUN,Edinburgh Napier University,1.0
39154,NAPUR,NATIONAL Public Relations Inc.,1.0
39155,NAPVEN,Napier Ventures Inc.,2.0
39156,NAQIZF,InnovaDerma PLC,8.0
39157,NARABA,Hope Bancorp Inc.,687.0
39158,NARAIM,National Railway Museum,5.0
39159,NARANO,Narcotics Anonymous,220.0
39160,NARB,Narborough Plantations PLC,8.0
39161,NARCBU,Narcotics Control Bureau,2.0
39162,NARCO,Healthdyne Inc,7.0
39163,NARECA,National Archives and Records Administration,372.0
39164,NARG,Natural Organics Inc,11.0
39165,NARHOP,ResApp Health Ltd.,41.0
39166,NARITH,NARI Technology Development Limited Company,2.0
39167,NARIZU,Northern Arizona University,25.0
39168,NAROPU,Naropa University,2.0
39169,NARSAD,Brain and Behavior Research Foundation,80.0
39170,NARSYI,National Retail Systems Inc,6.0
39171,NASAAN,NASB Financial Inc,11.0
39172,NASAAT,"North American Securities Administrators Association, Inc.",10.0
39173,NASAM,National Aeronautics and Space Administration,2013.0
39174,NASBED,National Association of State Boards of Education,224.0
39175,NASBF,North American Savings Bank FSB,1.0
39176,NASBOF,National Association of State Budget Officers,17.0
39177,NASCST,National Association of Convenience Stores,7.0
39178,NASDAQ,Nasdaq Inc.,146605.0
39179,NASDI,North American Site Developers Inc,1.0
39180,NASEOF,National Association of State Energy Officials,2.0
39181,NASFFA,National Association of Student Financial Aid Administrators,5.0
39182,NASHAO,National Sheriffs' Association,97.0
39183,NASHCC,TBA Global LLC,1.0
39184,NASHCN,Nashville Capital Network,2.0
39185,NASHVE,Nashville Electric Service,2.0
39186,NASMA,National Association of Manufacturers,286.0
39187,NASMUS,National Air and Space Museum,51.0
39188,NASOOA,National Society of Accountants,4.0
39189,NASP,"Nature's Sunshine Products, Inc",1123.0
39190,NASPSY,National Association of School Psychologists,65.0
39191,NASQQQ,Invesco QQQ Trust Series I,101.0
39192,NASRC,NAS Recruitment Communications,1.0
39193,NASRE,National Association of Realtors,981.0
39194,NASSC,National Steel and Shipbuilding Co,4.0
39195,NASSTL,Nasstar PLC,1.0
39196,NASTAL,North American Stainless,1.0
39197,NASTEC,Adhera Therapeutics Inc,1202.0
39198,NASULC,Association of Public and Land-grant Universities,56.0
39199,NASVEN,New Generation Consumer Group Inc.,1.0
39200,NASVXL,Therapix Biosciences Ltd.,566.0
39201,NASWK,National Association of Social Workers,12.0
39202,NAT,Hexagon Composites ASA,3.0
39203,NATABR,National Association of Broadcasters,63.0
39204,NATAEH,National Alliance to End Homelessness,11.0
39205,NATAGB,National Assessment Governing Board,35.0
39206,NATAL,National Aluminum Co Ltd,29.0
39207,NATALT,Natural Alternatives International Inc,1304.0
39208,NATAM,National Amusements Inc,348.0
39209,NATATO,National Association of Theatre Owners,8.0
39210,NATAU,National Autistic Society,7.0
39211,NATBEV,National Beverage Corp,577.0
39212,NATBHC,National Bank Holdings Corp.,164.0
39213,NATBKC,NCAL Bancorp,209.0
39214,NATBKN,National Bank of Kenya,2.0
39215,NATBNK,Nations Trust Bank PLC,2.0
39216,NATBUC,NBCC (India) Limited,31.0
39217,NATCHA,National Cutting Horse Association,1.0
39218,NATCMP,National Company For Maize Products,2.0
39219,NATCOR,National City Corp,36.0
39220,NATCPC,Natco Products Corporation,2.0
39221,NATCTU,National Chiao Tung University,37.0
39222,NATDCP,National Datacomputer Inc,20.0
39223,NATDEA,National Automobile Dealers Association,25.0
39224,NATEBI,Natixis Securities Americas LLC,2.0
39225,NATEC,TechTeam Global Inc,2.0
39226,NATEDA,National Education Association,7.0
39227,NATEHA,National Environmental Health Association,15.0
39228,NATEII,Naterra International Inc.,4.0
39229,NATELB,Tenaga Nasional Berhad,7.0
39230,NATELV,National Academy of Television Arts and Sciences,8.0
39231,NATEM,Comtec International Inc,1.0
39232,NATEMA,National Electrical Manufacturers Association,26.0
39233,NATENC,Energy Revenue America Inc,4.0
39234,NATERT,"Applied Energetics, Inc.",4.0
39235,NATEXP,National Express Group PLC,72.0
39236,NATFCA,National Air Traffic Controllers Association,11.0
39237,NATFNS,Nationwide Financial Services Inc,120.0
39238,NATFP,National Fruit Product Co,1.0
39239,NATFUN,National Farmers' Union,172.0
39240,NATGOC,National Gallery of Canada,1.0
39241,NATGYP,Asbestos Claims Management Corporation,1.0
39242,NATHG,National Highway Traffic Safety Administration,1728.0
39243,NATHIV,National Health Investors Inc,495.0
39244,NATHLC,Paragon Banking Group PLC,9.0
39245,NATHT,Natural Health Trends Corporation,182.0
39246,NATIAF,National Academy Foundation,19.0
39247,NATIAT,National Aids Trust,2.0
39248,NATICS,NIC Inc,159.0
39249,NATILU,National Louis University,3.0
39250,NATIND,National Industrialisation Company,10.0
39251,NATIS,High Liner Foods Inc,24.0
39252,NATIST,National Instruments Corp,602.0
39253,NATITU,National Taiwan University,149.0
39254,NATJOU,National Journal Group Inc,8.0
39255,NATKID,"National Kidney Foundation, Inc.",999.0
39256,NATLAB,NATCO Laboratories Limited,3.0
39257,NATLFL,CBR Brewing Company Inc,8.0
39258,NATLLU,Natureplex LLC,15.0
39259,NATLNK,Legend Gold Corp,3.0
39260,NATLNV,New Atlantic Ventures,24.0
39261,NATLRB,National Labor Relations Board,314.0
39262,NATLRL,North Atlantic Refining Limited,2.0
39263,NATLTD,Aker BioMarine ASA,26.0
39264,NATLVL,Harwood Capital Llp,8.0
39265,NATMBK,Bank Gospodarstwa Krajowego,2.0
39266,NATMED,Holographic Storage Ltd,3.0
39267,NATMER,"First California Financial Group, Inc.",14.0
39268,NATMHI,"National MENTOR Holdings, Inc.",8.0
39269,NATMIN,Nationwide Mutual Insurance Co,237.0
39270,NATMMC,National Money Mart Company,1.0
39271,NATMOK,National Mobile Telecommunications Company (KSC),1.0
39272,NATNBS,Nationwide Building Society,32.0
39273,NATNNL,Everbridge Inc.,783.0
39274,NATO,North Atlantic Treaty Organization,468.0
39275,NATOL,"National-Oilwell Varco, Inc.",910.0
39276,NATOUS,North Atlantic Trading Co Inc,2.0
39277,NATPBI,National Pork Board,112.0
39278,NATPBO,Natco Pharma Ltd,2641.0
39279,NATPCL,National Pump Company,2.0
39280,NATPDC,Wright Investors' Service Holdings Inc.,45.0
39281,NATRAY,NRC Ltd,26.0
39282,NATRCH,National Research Corp,524.0
39283,NATRCL,Laboratorio Reig Jofre S.A.,4.0
39284,NATREC,National Record Mart Inc,1.0
39285,NATRED,National Realty & Development Corp.,3.0
39286,NATREI,Natren Inc.,2.0
39287,NATRFE,National Retail Federation,224.0
39288,NATRFN,South Africa National Research Foundation,4.0
39289,NATRL,"Live Microsystems, Inc.",11.0
39290,NATRPI,TherEX Inc,5.0
39291,NATRSC,National Republican Senatorial Committee,16.0
39292,NATRV,National RV Holdings Inc,1.0
39293,NATSCC,CipherLoc Corporation,2.0
39294,NATSIC,The National Small Industries Corporation Ltd.,2.0
39295,NATSMC,National Semiconductor Corp,122.0
39296,NATSTC,"INDOPCO, Inc.",15.0
39297,NATSTL,Avatex Corp,1.0
39298,NATTOB,NATIONAL TOBACCO COMPANY,1.0
39299,NATTPH,NattoPharma ASA,123.0
39300,NATTRO,NTR plc,1.0
39301,NATUL,National Urban League,68.0
39302,NATURN,Pacific Foods of Oregon Inc.,7.0
39303,NATUSM,Natus Medical Inc,5429.0
39304,NATVCA,National Venture Capital Association,416.0
39305,NATVXT,National Association of Television Program Executives,1.0
39306,NATWON,Natural Wonders Inc,2.0
39307,NAUAT,Northern Arizona University,59.0
39308,NAUBIO,Nautilus Biotech SA,6.0
39309,NAUHPL,News Australia Holdings Pty Limited,1.0
39310,NAUICI,Nautilus Insurance Company,2.0
39311,NAUMEA,National Automatic Merchandising Association,2.0
39312,NAUSTL,Nestle Australia Ltd,4.0
39313,NAUTAD,NautaDutilh N.V.,24.0
39314,NAUTP,Nautic Partners LLC,219.0
39315,NAVAAI,Navellier & Associates Inc.,24.0
39316,NAVAMA,Navamedic ASA,348.0
39317,NAVAMC,Navajo Manufacturing Co Inc,5.0
39318,NAVARC,Speed Commerce Inc.,98.0
39319,NAVBF,Nava Bharat Ventures Limited,12.0
39320,NAVCAN,NAV Canada,1.0
39321,NAVCAP,Kaizen Discovery Inc.,16.0
39322,NAVDEC,BPZ Resources Inc,321.0
39323,NAVDRG,Navarro Discount Pharmacies Inc.,2.0
39324,NAVFCU,Navy Federal Credit Union,14.0
39325,NAVGAT,AF Legal Group Ltd.,1.0
39326,NAVGRP,"The Navigators Group, Inc.",246.0
39327,NAVGTC,HERE Holding Corporation,2.0
39328,NAVHSL,Navitus Health Solutions Llc,14.0
39329,NAVI,Mizkan Group,10.0
39330,NAVKCL,Navkar Corporation Limited,11.0
39331,NAVLEI,Eloxx Pharmaceuticals Inc.,1905.0
39332,NAVMAR,Navios Maritime Partners L.P.,179.0
39333,NAVMCI,Navigators Management Company Inc,4.0
39334,NAVMTB,Navigation Maritime Bulgare EAD,1.0
39335,NAVNAL,Here North America Llc,4.0
39336,NAVPGS,Naval Postgraduate School,4.0
39337,NAVPK,Blox Inc.,4.0
39338,NAVVIG,NavVis GmbH,2.0
39339,NAVWHL,Navman Wireless Holdings LP,5.0
39340,NAVYVA,Navy Exchange Service Command,2.0
39341,NAWBOW,National Association of Women Business Owners,19.0
39342,NAWCS,National Association of Water Companies,3.0
39343,NAWD,National Association of Wholesaler-Distributors,4.0
39344,NAWGAP,Nawgan Products LLC,1.0
39345,NAWHGW,National Association of Wheat Growers,13.0
39346,NAWIBI,NatureWise Biotech & Medicals Corp,6.0
39347,NAWOLA,National Association of Women Lawyers,3.0
39348,NAXKS,Nanexa AB,6.0
39349,NAYIND,Naylor Industries Plc,1.0
39350,NAZCO,Nazem & Co,1.0
39351,NBACL,Renshawnapier Limited,1.0
39352,NBAD,First Abu Dhabi Bank P.J.S.C.,9.0
39353,NBALAI,New Balance Inc.,4.0
39354,NBANFI,National Bank Financial Inc,192.0
39355,NBAPRO,NBA Properties Inc,2.0
39356,NBARD,National Bank for Agricultural & Rural Development,1.0
39357,NBBMRE,Denali Fund Inc.,65.0
39358,NBC,National Bank of Canada,278.0
39359,NBCAN,BlackRock Smaller Companies Trust PLC,3.0
39360,NBCCAP,Cadence Financial Corporation,1.0
39361,NBCCO,NBCUniversal Media LLC,984.0
39362,NBCFND,National Breast Cancer Foundation,13.0
39363,NBCIND,NBC Meshtec Inc,4.0
39364,NBCSIN,NBC Studios Inc,2.0
39365,NBDBNK,NBD-Bank,1.0
39366,NBDDML,Polarean Imaging PLC,43.0
39367,NBDRL,Noble Corp PLC,1561.0
39368,NBEABO,NRB Bearings Ltd,1.0
39369,NBEBR,New Belgium Brewing Company Incorporated,17.0
39370,NBECOD,NIBEC Company Limited,1.0
39371,NBEEF,National Beef Association,1.0
39372,NBEPCL,National Beef Packing Company LLC.,46.0
39373,NBEWHA,National Beer Wholesalers Association,1.0
39374,NBFD,Eurowings Luftverkehrs AG,37.0
39375,NBFNBA,National Book Foundation,1.0
39376,NBFNGP,Myriad Interactive Media Inc,67.0
39377,NBG,National Bank of Greece SA,228.0
39378,NBGPEL,NBGI Private Equity Ltd,20.0
39379,NBHCON,Apollo Endosurgery Inc,2023.0
39380,NBHD,North Broward Hospital District,1.0
39381,NBHUNG,The Central Bank of Hungary,9.0
39382,NBHWSW,National Board of Health and Welfare of Sweden,2.0
39383,NBHXTG,NBHX Trim GmbH,1.0
39384,NBICUA,National Business Incubation Association,3.0
39385,NBIGLL,NEC Biglobe Ltd,11.0
39386,NBIM,Norges Bank Investment Management,2.0
39387,NBIMF,Neuberger Berman Municipal Fund Inc.,2.0
39388,NBIO,Vaxart Inc,2654.0
39389,NBIOLI,Novus Biologicals Inc.,70.0
39390,NBIOMG,NanoBioMagnetics Inc,19.0
39391,NBIOUI,Novozymes Biopharma US Inc.,16.0
39392,NBK,National Bank of Kuwait,7.0
39393,NBKASP,Nebraska State Patrol,53.0
39394,NBKAZK,The National Bank of Kazakhstan,2.0
39395,NBKDEN,Danmarks Nationalbank,41.0
39396,NBKEGP,National Bank of Egypt SAE,1.0
39397,NBKLKH,Drone Aviation Holding Corp,9.0
39398,NBKMCL,The Nebraska Medical Center,122.0
39399,NBKPOL,Narodowy Bank Polski,8.0
39400,NBKPYA,National Basketball Players Association,7.0
39401,NBKROM,National Bank of Romania,2.0
39402,NBKSHA,Sharjah Islamic Bank,3.0
39403,NBKTL,iCo Therapeutics Inc.,160.0
39404,NBLBMI,Noble Biomaterials Inc,45.0
39405,NBLIAF,Braille Holdings Inc.,3.0
39406,NBLIRI,Cona Resources Ltd.,16.0
39407,NBLND,National Federation of the Blind,14.0
39408,NBLSLZ,NB Global Floating Rate Income Fund Ltd.,6.0
39409,NBLTCG,Nabaltec AG,2.0
39410,NBMAN,Xhibit Corp,7.0
39411,NBMANI,Neuberger Berman Management Inc,4.0
39412,NBMUM,National Building Museum,8.0
39413,NBNA,Nordea Bank Norge ASA,3.0
39414,NBNAUS,NBN Co Limited,12.0
39415,NBNKFL,National Bank Financial Ltd,4.0
39416,NBOCEI,National Board Of Chiropractic Examiners,1.0
39417,NBOERI,The National Bureau of Economic Research,233.0
39418,NBOICL,Nippon Boehringer Ingelheim Co Ltd,53.0
39419,NBOME,National Board of Medical Examiners,61.0
39420,NBORO,Neuland Laboratories Ltd,103.0
39421,NBOSC,National Bank of South Carolina,2.0
39422,NBP,ONEOK Partners LP,502.0
39423,NBPHR,Nobel Biocare Holding AG,1082.0
39424,NBPLST,Nanbu Plastics Company Limited,9.0
39425,NBPOD,New Britain Palm Oil Ltd,2.0
39426,NBPSCO,Nebraska Public Service Commission,3.0
39427,NBREAS,"National Breast Cancer Foundation, Inc.",82.0
39428,NBRSF,NBRS Financial Bank,5.0
39429,NBRSSO,National Bar Association,7.0
39430,NBRUNS,New Brunswick Scientific Co Inc,16.0
39431,NBSCLC,National Business Coalition on Health,38.0
39432,NBSLO,Bank of Slovenia,1.0
39433,NBSOCT,Nottingham Building Society,1.0
39434,NBSRRZ,360 Finance Inc.,4.0
39435,NBTBN,NBT Bank N.A.,5.0
39436,NBTEO,China XD Plastics Company Ltd.,45.0
39437,NBTHE,The National Bank,2.0
39438,NBTN,NBT Bancorp Inc,147.0
39439,NBTY,The Nature's Bounty Co.,1610.0
39440,NBTYEL,NBTY Europe Ltd,24.0
39441,NBUAVA,National Business Aviation Association,3.0
39442,NBUK,National Bank of Ukraine,9.0
39443,NBULHC,National Bulk Handling Corporation Ltd,1.0
39444,NBUSDL,Spinal Elements Inc.,512.0
39445,NBUSFI,National Business Furniture LLC,1.0
39446,NBUTRA,Global Business Travel Association,7.0
39447,NBVCMG,Suprema Inc.,2.0
39448,NBVP,North Bridge Venture Partners,34.0
39449,NBVPIL,Novak Biddle Venture Partners,1.0
39450,NBYUG,National Bank of Serbia,3.0
39451,NBZBQU,Threadflip Inc,1.0
39452,NCAAUT,Nigerian Civil Aviation Authority,2.0
39453,NCADEE,National Commodity & Derivatives Exchange Ltd,4.0
39454,NCADV,National Coalition Against Domestic Violence,4.0
39455,NCAPPK,"Northsight Capital, Inc.",25.0
39456,NCARCU,North Carolina Central University,29.0
39457,NCARTC,North Carolina Arts Council,2.0
39458,NCASLV,National Center for Assisted Living,99.0
39459,NCATAI,National Catastrophe Adjusters Inc,1.0
39460,NCAYD,Discovery Gold Corporation,1.0
39461,NCBDUO,National Cannabis Industry Association,35.0
39462,NCBGSC,National Centre for Biological Sciences,30.0
39463,NCBJAM,National Commercial Bank of Jamaica Ltd,2.0
39464,NCBKPA,New Century Bank,2.0
39465,NCBMMB,First Trust Dynamic Europe Equity Income Fund,1.0
39466,NCBN,Nichiban Co Ltd,37.0
39467,NCBNK,National Australia Bank Ltd,269.0
39468,NCBSA,The National Commercial Bank,2.0
39469,NCC,Nippon Chemi-Con Corporation,6.0
39470,NCCAM,National Center for Complementary and Integrative Health,231.0
39471,NCCAOM,National Certification Commission for Acupuncture and Oriental Medicine,137.0
39472,NCCCJP,National Cancer Center,11.0
39473,NCCCPS,North Carolina Department of Public Safety,6.0
39474,NCCCS,North Carolina Community College System,35.0
39475,NCCDT,North Carolina Department of Commerce,227.0
39476,NCCHR,National Council of Chain Restaurants,1.0
39477,NCCHVC,National Council for Behavioral Health,111.0
39478,NCCRPR,New Community Corp,2.0
39479,NCCSVS,National Coalition for Cancer Survivorship,65.0
39480,NCCUAE,National Central Cooling Company Ltd,2.0
39481,NCDACS,North Carolina Department of Agriculture and Consumer Services,19.0
39482,NCDEAD,North Carolina Department of Administration,6.0
39483,NCDENR,North Carolina Department of Environmental Quality,5.0
39484,NCDHHS,North Carolina Department of Health and Human Services,186.0
39485,NCDMV,North Carolina Division of Motor Vehicles,1.0
39486,NCDOL,North Carolina Department of Labor,10.0
39487,NCDPH,North Carolina Division of Public Health,24.0
39488,NCDPI,North Carolina Department of Public Instruction,1.0
39489,NCDREV,North Carolina Department of Revenue,1.0
39490,NCDTIN,North Carolina Department of Insurance,22.0
39491,NCEHTH,National Center for Environmental Health,25.0
39492,NCEM,North Carolina Electric Membership Corp,5.0
39493,NCENHC,North Central Health Care,4.0
39494,NCENNI,New Century Ncstar Inc,4.0
39495,NCEXLN,Networks of Centres of Excellence,18.0
39496,NCFEOT,Readyone Industries Inc,2.0
39497,NCFHST,National Center for Health Statistics,833.0
39498,NCFKOR,National Agricultural Cooperative Federation,7.0
39499,NCFSSF,National Council for Social Security Fund of the People's Republic of China,2.0
39500,NCFTR,Northwest Center,1.0
39501,NCGBSP,NCG Banco SA,6.0
39502,NCH,NCH Corp,17.0
39503,NCHCAP,Nichicon Corp,1.0
39504,NCHEDA,National Catholic Educational Association,1.0
39505,NCHEEA,National Cheerleaders Association,5.0
39506,NCHENU,National Chengchi University,8.0
39507,NCHFI,Nicholas Financial Inc,215.0
39508,NCHHG,National Center for Healthy Housing,8.0
39509,NCHNAI,Nichino America Inc.,14.0
39510,NCHOM,National Coalition for the Homeless,2.0
39511,NCHPRS,AllianzGI International & Premium Strategy Fund,6.0
39512,NCHPTI,New Chapter Inc,17.0
39513,NCHUCU,National Chung Cheng University,16.0
39514,NCICC,National Chicken Council,142.0
39515,NCIINF,NCI Inc,336.0
39516,NCIISI,NCI Information Systems Inc,164.0
39517,NCINCO,NOVA Chemicals Inc.,2.0
39518,NCIPVL,NephroLife Care (India) Pvt. Ltd.,3.0
39519,NCJEWW,National Council of Jewish Women,3.0
39520,NCKRDG,neckermann.de GmbH,1.0
39521,NCKU,National Cheng Kung University,67.0
39522,NCLABS,Northwest Cosmetic Laboratories Llc,2.0
39523,NCLIK,Clicks Group Ltd,7.0
39524,NCLSFT,Nucleus Software Exports Ltd,8.0
39525,NCLTHV,Nuclear Threat Initiative,10.0
39526,NCLWC,National Consumer Law Center,2.0
39527,NCMASC,National Contract Management Association,2.0
39528,NCMEXC,National Center for Missing and Exploited Children,256.0
39529,NCMHD,National Institute on Minority Health and Health Disparities,76.0
39530,NCMNGI,Northwater Capital Management Inc,4.0
39531,NCMPA,North Carolina Eastern Municipal Power Agency,4.0
39532,NCMPHA,National Community Pharmacists Association,1222.0
39533,NCMUH,North Carolina Museum of History,3.0
39534,NCMWMN,National Commission for Women,1.0
39535,NCNAGG,National Council on Aging,111.0
39536,NCNBCO,Bank of America Corporation,18482.0
