award_id_fain,award_id_uri,sai_number,obligated_amount,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,last_modified_date
NNX12AH47G,,SAI EXEMPT,132126,0,132126,0,,,,7/1/12,10/6/16,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,790934285,UNIVERSITY OF MARYLAND,3256088,UNIVERSITY SYSTEM OF MARYLAND,USA,UNITED STATES,3112 LEE BUILDING,,18750,COLLEGE PARK,33,PRINCE GEORGES,MD,MARYLAND,20742,5100,5,,,,USA,UNITED STATES,2418750,COLLEGE PARK,33,PRINCE GEORGE'S,MD,207425100,5,,43.001,SCIENCE,4,,"THE OBJECTIVE OF THIS PROPOSAL IS TO INVESTIGATE THE NON-LINEAR PLASMA PROCESSES INVOLVED IN SOLAR TYPE III AND TYPE II RADIO BURSTS, EXCITED BY FLAR",NON,,6,,2,,2016-11-18 00:00:00+00
F31MH100995,,SAI UNAVAILABLE,127730,0,127730,0,,,,9/1/13,8/26/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,1910777,"JOHNS HOPKINS UNIVERSITY, THE",1910777,"JOHNS HOPKINS UNIVERSITY, THE",USA,UNITED STATES,1101 E 33RD ST STE B001,,,BALTIMORE,510,BALTIMORE CITY,MD,MARYLAND,21218,3637,7,,,,USA,UNITED STATES,MD04000,BALTIMORE,510,BALTIMORE (CITY),MARYLAND,212052110,7,,93.242,MENTAL HEALTH RESEARCH GRANTS,5,,EFFECTS OF PARTNER VIOLENCE AND MENTAL HEALTH ON HIV DISEASE PROGRESSION IN WOMEN,NON,,20,,2,,2017-04-19 00:00:00+00
S041B156649,,SAI NOT AVAILABLE,126582,0,126582,0,,,,10/1/14,9/30/20,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,96231295,UKIAH UNIFIED SCHOOL DISTRICT,96231295,UKIAH UNIFIED SCHOOL DISTRICT,USA,UNITED STATES,511 S ORCHARD AVE,,81134,UKIAH,45,MENDOCINO,CA,CALIFORNIA,95482,5022,2,,,,USA,UNITED STATES,681134,UKIAH,45,MENDOCINO,CALIFORNIA,954825022,2,,84.041,IMPACT AID,4,,"IMPACT AID PROGRAM, TITLE VIII, SECTION 8003",NON,,20,,2,,2016-10-24 00:00:00+00
DEFG2608NT04692,,SAI EXEMPT,126000,0,126000,0,,,,9/1/08,6/30/14,89,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,,,,,,,,,808882302,"COMMUNITY, TRADE AND ECONOMIC DEVELOPMENT, DE",79248936,,,,P. O. BOX 48350,,51300,OLYMPIA,67,THURSTON,WA,WASHINGTON,98504,1,3,,,,,,5351300,OLYMPIA,,,WASHINGTON,98504,3,,81.117,"ENERGY EFFICIENCY AND RENEWABLE ENERGY INFORMATION DISSEMINATION, OUTREACH",3,,ENERGY OUTWEST REGIONAL TRAINING AND TECHNICAL ASSISTANCE,NON,,12,,2,,2016-11-03 00:00:00+00
W911NF1610165,,NO SAI  W911NF8833,125000,0,125000,0,,,,4/20/16,12/19/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,55752331,"UNIVERSITY CORPORATION, THE",55752331,"UNIVERSITY CORPORATION, THE",USA,UNITED STATES,18111 NORDHOFF ST,,52176,NORTHRIDGE,37,LOS ANGELES,CA,CALIFORNIA,91330,1,,,,,USA,UNITED STATES,652176,NORTHRIDGE,37,LOS ANGELES,CALIFORNIA,913308232,,,12.431,BASIC SCIENTIFIC RESEARCH,4,,"PREDICTING AND MANAGING MIGRATION: INSIGHTS FROM AGE-STRUCTURED, GAME-THEORETIC, AND NETWORK MODELS",,,6,,2,,2016-11-09 00:00:00+00
1453987,,SAI EXEMPT,124529,0,124529,0,,,,7/1/15,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,75461814,MISSISSIPPI STATE UNIVERSITY,75461814,MISSISSIPPI STATE UNIVERSITY,USA,UNITED STATES,PO BOX 6156,,48020,MISSISSIPPI STATE,105,OKTIBBEHA,MS,MISSISSIPPI,39762,9662,3,,,,USA,UNITED STATES,2848020,MISSISSIPPI STATE,105,OKTIBBEHA,MISSISSIPPI,397626156,3,,47.05,GEOSCIENCES,4,,CAREER: IN SITU STUDY OF AEROSOLS IN THE COARSE MODE WITH DIGITAL HOLOGRAPHY,NON,,6,,2,,2016-11-30 00:00:00+00
W81XWH1410391,,NO SAI  W81XWH3301,124200,0,124200,0,,,,9/30/14,11/29/16,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,44387793,DUKE UNIVERSITY,44387793,DUKE UNIVERSITY,USA,UNITED STATES,2200 W MAIN ST STE 710,,19000,DURHAM,63,DURHAM,NC,NORTH CAROLINA,27708,4677,,,,,USA,UNITED STATES,3719000,DURHAM,63,DURHAM,NORTH CAROLINA,277054677,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,APTAMER TARGETED DRUG AND TOXIN DELIVERY TO PROSTATE CANCER,,,6,,2,,2016-11-09 00:00:00+00
F16AP00422,,SAI NOT AVAILABLE,123536,0,123536,0,,,,6/3/16,6/3/19,14,DEPARTMENT OF THE INTERIOR (DOI),1448,U.S. FISH AND WILDLIFE SERVICE,,,,,,,,,73135808,"NATIONAL AUDUBON SOCIETY, INC.",73135808,"NATIONAL AUDUBON SOCIETY, INC.",,,225 VARICK ST 7TH FLR,,51000,NEW YORK,61,NEW YORK,NY,NEW YORK,10014,4304,10,,,,CHL,CHILE,00FORGN,,,,0,,,,15.635,NEOTROPICAL MIGRATORY BIRD CONSERVATION,4,,SAVING CRITICAL WINTERING HABITAT FOR HUDSONIAN GODWIT ON CHILOE II (6353),NON,,12,,2,,2016-12-20 00:00:00+00
S041B157162,,SAI NOT AVAILABLE,121221,0,121221,0,,,,10/1/14,9/30/20,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,962157439,JACKSONVILLE LIGHTHOUSE CHARTER SCHOOL,79802961,,USA,UNITED STATES,251 NORTH FIRST ST,,34750,JACKSONVILLE,119,PULASKI,AR,ARKANSAS,72076,4462,2,,,,USA,UNITED STATES,534750,JACKSONVILLE,119,PULASKI,ARKANSAS,720764462,2,,84.041,IMPACT AID,4,,"IMPACT AID PROGRAM, TITLE VIII, SECTION 8003",NON,,12,,2,,2016-10-24 00:00:00+00
1616CO59696N1099,,SAI NOT AVAILABLE,120288,0,120288,0,,,,10/1/15,9/30/16,12,DEPARTMENT OF AGRICULTURE (USDA),12F2,FOOD AND NUTRITION SERVICE,,,,,,,,,100933381,ST.ROSE OF LIMA SCHOOL,,,USA,UNITED STATES,1345 WEST DAKOTA AVE.,,20000,DENVER,31,DENVER,CO,COLORADO,80223,2006,,,,,USA,UNITED STATES,820000,DENVER,31,DENVER,COLORADO,802232006,,,10.555,NATIONAL SCHOOL LUNCH PROGRAM,3,,SCHOOL FOOD PROGRAMS,NON,,12,,2,,2016-11-08 00:00:00+00
FA95501710050,,NO SAI  FA95505449,120000,0,120000,0,,,,11/15/16,11/14/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,42629816,CLEMSON UNIVERSITY,42629816,CLEMSON UNIVERSITY,USA,UNITED STATES,201 SIKES HALL,,14950,CLEMSON,77,PICKENS,SC,SOUTH CAROLINA,29634,1,,,,,USA,UNITED STATES,4514950,CLEMSON,77,PICKENS,SOUTH CAROLINA,296340001,,,12.8,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,4,,"TAS::57 3600::TAS (YIP) ""TRUST-BASED HUMAN-ROBOT COLLABORATION (HRC) FOR HIGH-LEVEL DISTRIBUTED MULTI-ROBOT MOTION PLANNING WITH TEMPORAL LOGIC",,,6,,2,,2016-12-21 00:00:00+00
W911NF1610262,,NO SAI  W911NF8824,120000,0,120000,0,,,,5/1/16,12/31/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,41968306,NEW YORK UNIVERSITY,41968306,NEW YORK UNIVERSITY,USA,UNITED STATES,70 WASHINGTON SQ S,,51000,NEW YORK,61,NEW YORK,NY,NEW YORK,10012,1019,,,,,USA,UNITED STATES,3651000,NEW YORK,61,NEW YORK,NEW YORK,100121019,,,12.431,BASIC SCIENTIFIC RESEARCH,4,,SEA URCHIN SPICULES: ASSEMBLY OF FRACTURE-TOUGHENED MATERIALS AT THE NANO- AND MESO-SCALE,,,20,,2,,2016-11-09 00:00:00+00
W81XWH1510128,,NO SAI  W81XWH3299,119176,0,119176,0,,,,6/30/15,6/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,800771545,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENT,42000273,"UNIVERSITY OF TEXAS SYSTEM, THE",USA,UNITED STATES,5323 HARRY HINES BLVD,,19000,DALLAS,113,DALLAS,TX,TEXAS,75390,7208,,,,,USA,UNITED STATES,4819000,DALLAS,113,DALLAS,TEXAS,753907208,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,ROLE OF ALTERNATIVE SPLICED ANDROGEN RECEPTOR IN THE RADIATION RESPONSE OF PROSTATE CANCER,,,6,,2,,2016-11-09 00:00:00+00
N000141612197,,NO SAI  N00014OB09,115544,0,115544,0,,,,2/12/16,11/30/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,605799469,UNIVERSITY OF WASHINGTON,42803536,UNIVERSITY OF WASHINGTON,USA,UNITED STATES,4333 BROOKLYN AVE NE,,63000,SEATTLE,33,KING,WA,WASHINGTON,98195,1,,,,,USA,UNITED STATES,5363000,SEATTLE,33,KING,WASHINGTON,981950001,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,PROOF OF CONCEPT OF THE MULTI-FREQUENCY ALONG-TRACK INTERFEROMETRIC SAR,,,6,,2,,2016-11-09 00:00:00+00
NNX10AD65G,,SAI EXEMPT,111740,0,111740,0,,,,1/1/10,10/31/16,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,861478675,SPACE SCIENCE INSTITUTE,,,USA,UNITED STATES,4750 WALNUT ST STE 205,,7850,BOULDER,13,BOULDER,CO,COLORADO,80301,2532,2,,,,USA,UNITED STATES,807850,BOULDER,13,BOULDER,CO,803012532,2,,43.001,SCIENCE,4,,WE PROPOSE TO BUILD A CATALOG OF INFRARED PHOTOMETRY FOR A SAMPLE OF STARS WITHIN 130 PC FROM ARCHIVAL SPITZER SPACE TELESCOPE OBSERVATIONS. SPITZER,NON,,12,,2,,2016-11-18 00:00:00+00
G15AC00194,,SAI EXEMPT,110696,0,110696,0,,,,5/4/15,4/30/16,14,DEPARTMENT OF THE INTERIOR (DOI),1434,U.S. GEOLOGICAL SURVEY,,,,,,,,,42092122,NORTH CAROLINA STATE UNIVERSITY,142363428,,,,2701 SULLIVAN DR STE 240 CAMPUS BX,,55000,RALEIGH,63,DURHAM,NC,NORTH CAROLINA,27695,7003,4,,,,,,3755000,RALEIGH,,,NORTH CAROLINA,27695,,,15.812,COOPERATIVE RESEARCH UNITS,5,,LONG-TERM MONITORING AND HABITAT RESTORATION FOR THE US FEDERALLY ENDANGERED ST. FRANCIS          SATYR BUTTERFLY,NON,,6,,2,,2016-12-20 00:00:00+00
P14AC01777,,SAI EXEMPT,105200,0,105200,0,,,,8/15/14,3/15/17,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,68178425,SAINT MARY'S UNIVERSITY OF MINNESOT A,68178425,SAINT MARY'S UNIVERSITY OF MINNESOTA,,,700 TER HEIGHTS,,71032,WINONA,169,WINONA,MN,MINNESOTA,55987,1399,1,,,,,,2771032,WINONA,,,MINNESOTA,55987,1,,15.945,COOPERATIVE RESEARCH AND TRAINING PROGRAMS - RESOURCES OF THE NATIONAL PAR,5,,NATURAL RESOURCE CONDITION ASSESSMENT FOR OBED WILD AND SCENIC RIVER AND SHILOH NATIONAL MILITARY PARK,NON,,6,,2,,2016-12-20 00:00:00+00
FA87501720019,,NO SAI  FA87500005,103422,0,103422,0,,,,10/25/16,7/25/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,1425594,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1425594,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,USA,UNITED STATES,77 MASSACHUSETTS AVE,,11000,CAMBRIDGE,17,MIDDLESEX,MA,MASSACHUSETTS,2139,4301,,,,,USA,UNITED STATES,2511000,CAMBRIDGE,17,MIDDLESEX,MASSACHUSETTS,21394301,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,5,,TAS::97 0400::TAS BAYESIAN NONPARAMETRIC MODELS FOR QUANTIFYING UNCERTAINTY AND ADAPTING MODEL COMPLEXITY,,,20,,2,,2016-12-21 00:00:00+00
L12AC20643,,SAI EXEMPT,101000,0,101000,0,,,,9/17/12,3/14/16,14,DEPARTMENT OF THE INTERIOR (DOI),1422,BUREAU OF LAND MANAGEMENT,,,,,,,,,72656630,"NATURE CONSERVANCY, THE",72656630,"NATURE CONSERVANCY, THE",,,4245 NORTH FAIRFAX DR STE 100,,59000,PORTLAND,51,MULTNOMAH,OR,VIRGINIA,22203,1637,3,,,,,,4159000,TROUTDALE,,,OREGON,97060,3,,15.231,"FISH, WILDLIFE AND PLANT CONSERVATION RESOURCE MANAGEMENT",5,,SANDY BASIN ANCHOR HABITAT VEGETATION RESTORATION,NON,,12,,2,,2016-12-20 00:00:00+00
F31AI112241,,SAI UNAVAILABLE,100432,0,100432,0,,,,2/1/14,8/31/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,47120084,"UNIVERSITY OF CALIFORNIA, DAVIS",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"1850 RESEARCH PARK DR, STE 300",,,DAVIS,113,YOLO,CA,CALIFORNIA,95618,6134,3,,,,USA,UNITED STATES,CA18100,DAVIS,113,YOLO,CALIFORNIA,95618,3,,93.855,"ALLERGY, IMMUNOLOGY AND TRANSPLANTATION RESEARCH",4,,MECHANISMS OF DYSBIOSIS BY ATTACHING AND EFFACING PATHOGENS,NON,,6,,2,,2017-04-19 00:00:00+00
W911NF1510474,,NO SAI  W911NF8811,100000,0,100000,0,,,,8/15/15,8/14/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,38633251,RESEARCH FOUNDATION FOR THE STATE UNIVERSITY,20657151,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",USA,UNITED STATES,520 LEE ENTRANCE STE 211,,2000,AMHERST,29,ERIE,NY,NEW YORK,14228,2567,,,,,USA,UNITED STATES,3601748,BUFFALO,29,ERIE,NEW YORK,142282567,,,12.431,BASIC SCIENTIFIC RESEARCH,4,,YOUNG INVESTIGATOR PROGRAM (8.5): PREVENTING COMPLEX FAILURES OF HUMAN INTERACTIVE SYSTEMS WITH ERRONEOUS BEHAVIOR GENERATION AND ROBUST HUMAN TASK B,,,12,,2,,2016-12-21 00:00:00+00
W911NF1710004,,NO SAI  W911NF8868,100000,0,100000,0,,,,11/11/16,11/10/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,92530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,11000 KINROSS AVE STE 102,,44000,LOS ANGELES,37,LOS ANGELES,CA,CALIFORNIA,90095,2000,,,,,USA,UNITED STATES,644000,LOS ANGELES,37,LOS ANGELES,CALIFORNIA,900951406,,,12.431,BASIC SCIENTIFIC RESEARCH,4,,MID-INFRARED METASURFACE VECSELS,,,6,,2,,2016-12-21 00:00:00+00
P13AC01420,,SAI EXEMPT,100000,0,100000,0,,,,9/18/13,12/31/16,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,71724306,"QUEBEC-LABRADOR FOUNDATION, INC, TH",71724306,"QUEBEC-LABRADOR FOUNDATION, INC, THE",,,55 S MAIN ST FL 2,,32275,IPSWICH (CENSUS NAME,9,ESSEX,MA,MASSACHUSETTS,1938,2321,6,,,,,,2532275,IPSWICH,,,MASSACHUSETTS,1938,6,,15.954,"NATIONAL PARK SERVICE CONSERVATION, PROTECTION, OUTREACH, AND EDUCATION",5,,IMPLEMENT AND EXPAND COLLABORATIEVE FOR INNOVATIVE LEADERSHIP INITIATIVE: URBAN AGENDA,NON,,12,,2,,2016-12-20 00:00:00+00
W911NF1610257,,NO SAI  W911NF8823,99999,0,99999,0,,,,5/1/16,4/30/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,97394084,GEORGIA TECH RESEARCH CORPORATION,97394084,GEORGIA TECH RESEARCH CORPORATION,USA,UNITED STATES,505 10TH ST NW,,4000,ATLANTA,121,FULTON,GA,GEORGIA,30318,5775,,,,,USA,UNITED STATES,1304000,ATLANTA,121,FULTON,GEORGIA,303320420,,,12.431,BASIC SCIENTIFIC RESEARCH,4,,MECHANICAL REGULATION OF INTEGRIN CONFORMATION,,,6,,2,,2016-11-09 00:00:00+00
FA94531720010,,NO SAI  FA94530005,99835,0,99835,0,,,,10/17/16,10/17/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,73133571,REGENTS OF THE UNIVERSITY OF MICHIGAN,73133571,REGENTS OF THE UNIVERSITY OF MICHIGAN,USA,UNITED STATES,503 THOMPSON ST,,3000,ANN ARBOR,161,WASHTENAW,MI,MICHIGAN,48109,1340,,,,,USA,UNITED STATES,2603000,ANN ARBOR,161,WASHTENAW,MICHIGAN,481091340,,,12.56,"DOD, NDEP, DOTC-STEM EDUCATION OUTREACH IMPLEMENTATION",5,,TAS::57 3600::TAS UNDERSTANDING MECHANISMS OF RADIATION DEGRADATION IN ELECTRONIC AND OPTOELECTRONIC DEVICES: A MULTI-TIMESCALE MODEL,,,6,,2,,2016-11-09 00:00:00+00
N000141612886,,NO SAI  N00014OB61,95852,0,95852,0,,,,7/6/16,6/30/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,41544081,UNIVERSITY OF ILLINOIS,41544081,UNIVERSITY OF ILLINOIS,USA,UNITED STATES,"506 S WRIGHT ST, SUITE 364",,77005,URBANA,19,CHAMPAIGN,IL,ILLINOIS,61801,3649,,,,,USA,UNITED STATES,1777005,URBANA,19,CHAMPAIGN,ILLINOIS,618013649,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,ALVEOLI MEMBRANE PROPERTIES IMPARTING LUNG FITNESS AND PERFORMANCE OF MARINE MAMMALS,,,6,,2,,2016-11-09 00:00:00+00
1418624,,SAI EXEMPT,95500,0,95500,0,,,,9/1/14,8/31/17,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,804883767,UNIVERSITY OF MISSOURI SYSTEM,6326904,UNIVERSITY OF MISSOURI SYSTEM,USA,UNITED STATES,300 W 12TH STREET,202 CENTENNIAL HALL,62912,ROLLA,161,PHELPS,MO,MISSOURI,65409,6506,8,,,,USA,UNITED STATES,2962912,ROLLA,161,PHELPS,MISSOURI,654096506,8,,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,4,,NON-ITERATIVE MULTI-PHYSICS DOMAIN DECOMPOSITION METHOD FOR THE NAVIER-STOKES-DARCY MODEL,NON,,6,,2,,2016-11-30 00:00:00+00
P15AC01812,,SAI EXEMPT,93000,79422,172422,0,,,,9/11/15,11/30/16,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,77309719,CONSERVATION LEGACY,77309719,CONSERVATION LEGACY,,,701 CAMINO DEL RIO STE 101,,22035,DURANGO,67,LA PLATA,CO,COLORADO,81301,5597,3,,,,,,4506400,BLACKSBURG,,,SOUTH CAROLINA,29702,5,,15.931,CONSERVATION ACTIVITIES BY YOUTH SERVICE ORGANIZATIONS,5,,SECC LANDSCAPE RESTORATION AND INVASIVE PLANT CREW,NON,,12,,2,,2016-12-20 00:00:00+00
N000141613039,,NO SAI  N00014OB72,90000,0,90000,0,,,,8/1/16,7/31/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,3403953,"PENNSYLVANIA STATE UNIVERSITY, THE",3403953,"PENNSYLVANIA STATE UNIVERSITY, THE",USA,UNITED STATES,408 OLD MAIN,,73808,STATE COLLEGE,27,CENTRE,PA,PENNSYLVANIA,16802,1505,,,,,USA,UNITED STATES,4273808,STATE COLLEGE,27,CENTRE,PENNSYLVANIA,168011505,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,CALIBRATED SAS: RELEVANCE TO ATR AND EFFECTS OF VARIABILITY,,,6,,2,,2016-12-21 00:00:00+00
13138GA000L3203,,SAI NOT AVAILABLE,90000,0,90000,0,,,,12/1/12,11/28/14,12,DEPARTMENT OF AGRICULTURE (USDA),12F2,FOOD AND NUTRITION SERVICE,,,,,,,,,181429254,SOUTHWEST GA PROJECT FOR COMMUNITY EDUCATION,,,USA,UNITED STATES,PO BOX 1933,,1052,ALBANY,95,DOUGHERTY,GA,GEORGIA,31702,1933,2,,,,USA,UNITED STATES,1301052,ALBANY,95,DOUGHERTY,GEORGIA,317021933,2,,10.575,FARM TO SCHOOL GRANT PROGRAM,4,,FARM TO SCHOOL GRANT PROGRAM,NON,,12,,2,,2016-11-08 00:00:00+00
W81XWH1510136,,NO SAI  W81XWH3274,89700,0,89700,0,,,,9/30/15,9/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,959131194,"GENEVA FOUNDATION , THE",,,USA,UNITED STATES,917 PACIFIC AVE STE 600,,70000,TACOMA,53,PIERCE,WA,WASHINGTON,98402,4437,,,,,USA,UNITED STATES,4261000,PITTSBURGH,3,ALLEGHENY,PENNSYLVANIA,152193320,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,TREATMENT OF ORTHOPAEDIC INFECTIONS USING ACTIVATED ADULT MESENCHYMAL STEM CELLS,,,12,,2,,2016-11-09 00:00:00+00
SPO50016GR32,,SAIEXEMPT,88850,0,88850,,,,,10/1/16,9/30/17,19,DEPARTMENT OF STATE (DOS),1900,DEPARTMENT OF STATE,,,,,,,,,123456787,NOVA.ID.FCT - ASSOCIA??O PARA A INOVA??O E DE,,,PRT,PORTUGAL,CAMPUS DE CAPARICA - 2829-516 CAPAR,,,,,,,,,,,00FORGN,,,PRT,PORTUGAL,00FORGN,,,,,,,//PRT,19.04,PUBLIC DIPLOMACY PROGRAMS,4,PROJECT GRANT (B),TO HELP WITH THE COSTS ASSOCIATED WITH THE PURCHASE OF EQUIPMENT/RESOURCES AND THE PROGRAMMING EXPENSES OF THE AMERICAN CORNER.,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2018-10-18 21:14:44.517534+00
1406593,,SAI EXEMPT,86203,0,86203,0,,,,7/1/14,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,"2150 SHATTUCK AVENUE, ROOM 313",6000,BERKELEY,1,ALAMEDA,CA,CALIFORNIA,94704,5940,13,,,,USA,UNITED STATES,606000,BERKELEY,1,ALAMEDA,CALIFORNIA,947203840,13,,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,4,,HOLOMORPHIC FUNCTIONS AND SOME GEOMETRIC PROBLEMS ON CERTAIN KAHLER MANIFOLDS,NON,,6,,2,,2016-11-30 00:00:00+00
N000141712005,,NO SAI  N00014OA40,82474,0,82474,0,,,,10/6/16,11/30/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,2484665,"TRUSTEES OF PRINCETON UNIVERSITY, THE",2484665,"TRUSTEES OF PRINCETON UNIVERSITY, THE",USA,UNITED STATES,1 NASSAU HALL,,60900,PRINCETON,21,MERCER,NJ,NEW JERSEY,8544,2001,,,,,USA,UNITED STATES,3460900,PRINCETON,21,MERCER,NEW JERSEY,85442001,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,UNDERSTANDING PROCESSING AND DEVICE FUNCTION OF METAL HALIDE PEROVSKITE THIN FILM SOLAR CELLS,,,20,,2,,2016-11-09 00:00:00+00
F31MH105238,,SAI UNAVAILABLE,81976,0,81976,0,,,,9/1/14,6/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,66469933,EMORY UNIVERSITY,66469933,EMORY UNIVERSITY,USA,UNITED STATES,1599 CLIFTON RD.,,,ATLANTA,89,DEKALB,GA,GEORGIA,30322,4250,5,,,,USA,UNITED STATES,GA04000,ATLANTA,67,COBB,GEORGIA,303224250,5,,93.242,MENTAL HEALTH RESEARCH GRANTS,5,,"NEIGHBORHOOD FACTORS, SEXUAL RISK, AND STIS IN HIV-INFECTED AND HIGH-RISK WOMEN",NON,,20,,2,,2017-04-05 00:00:00+00
