"","fam","certification","number","x1","x2","name_cert"
"2993","47","Certified in Risk and Information Systems Control",8,"Certified in Risk and Information Systems Control"," in Risk and Information Systems Control"," in Risk and Information Systems Control"
"2994","47","Certified Industrial Hygienist",43,"Certified Industrial Hygienist"," Industrial Hygienist"," Industrial Hygienist"
"2995","47","Certified Information Privacy Professional (CIPP)",10,"Certified Information Privacy Professional (CIPP)"," Information Privacy Professional (CIPP)"," Information Privacy Professional (CIPP)"
"2996","47","Certified Information Security Manager (CISM)",2,"Certified Information Security Manager (CISM)"," Information Security Manager (CISM)"," Information Security Manager (CISM)"
"2997","47","Certified Information Systems Auditor (CISA)",14,"Certified Information Systems Auditor (CISA)"," Information Systems Auditor (CISA)"," Information Systems Auditor (CISA)"
"2998","47","Certified Information Systems Security Professional (CISSP)",8,"Certified Information Systems Security Professional (CISSP)"," Information Systems Security Professional (CISSP)"," Information Systems Security Professional (CISSP)"
"2999","47","Certified Information Technology Professional",8,"Certified Information Technology Professional"," Information Technology Professional"," Information Technology Professional"
"3000","47","Certified Installer",18,"Certified Installer"," Installer"," Installer"
"3001","47","Certified Internal Auditor (CIA)",34,"Certified Internal Auditor (CIA)"," Internal Auditor (CIA)"," Internal Auditor (CIA)"
"3002","47","Certified Ironworker",4,"Certified Ironworker"," Ironworker"," Ironworker"
"3003","47","Certified Landscape Technician",1,"Certified Landscape Technician"," Landscape Technician"," Landscape Technician"
"3004","47","Certified Lead Inspector",20,"Certified Lead Inspector"," Lead Inspector"," Lead Inspector"
"3005","47","Certified Life Care Planner",1,"Certified Life Care Planner"," Life Care Planner"," Life Care Planner"
"3006","47","Certified Lifeguard",1,"Certified Lifeguard"," Lifeguard"," Lifeguard"
"3007","47","Certified Manager (CM)",2,"Certified Manager (CM)"," Manager (CM)"," Manager (CM)"
"3008","47","Certified Manager of Community Associations (CMCA)",5,"Certified Manager of Community Associations (CMCA)"," Manager of Community Associations (CMCA)"," Manager of Community Associations (CMCA)"
"3009","47","Certified Manager of Quality Organizational Excellence (CMQ/OE)",159,"Certified Manager of Quality Organizational Excellence (CMQ/OE)"," Manager of Quality Organizational Excellence (CMQ/OE)"," Manager of Quality Organizational Excellence (CMQ/OE)"
"3010","47","Certified Manager of Software Testing",13,"Certified Manager of Software Testing"," Manager of Software Testing"," Manager of Software Testing"
"3011","47","Certified Manlift",1,"Certified Manlift"," Manlift"," Manlift"
"3012","47","Certified Materials and Resource Professional (CMRP)",2,"Certified Materials and Resource Professional (CMRP)"," Materials and Resource Professional (CMRP)"," Materials and Resource Professional (CMRP)"
"3013","47","Certified Mechanical Inspector",118,"Certified Mechanical Inspector"," Mechanical Inspector"," Mechanical Inspector"
"3014","47","Certified Medical Assistant",17,"Certified Medical Assistant"," Medical Assistant"," Medical Assistant"
"3015","47","Certified Medical Laboratory Technician",3,"Certified Medical Laboratory Technician"," Medical Laboratory Technician"," Medical Laboratory Technician"
"3016","47","Certified Medical Technician",6,"Certified Medical Technician"," Medical Technician"," Medical Technician"
"3017","47","Certified Mold Inspector",64,"Certified Mold Inspector"," Mold Inspector"," Mold Inspector"
"3018","47","Certified Non-Destructive Testing",8,"Certified Non-Destructive Testing"," Non-Destructive Testing"," Non-Destructive Testing"
"3019","47","Certified Nurse Operating Room (CNOR)",3,"Certified Nurse Operating Room (CNOR)"," Nurse Operating Room (CNOR)"," Nurse Operating Room (CNOR)"
"3020","47","Certified Nursery Certificate",2,"Certified Nursery Certificate"," Nursery Certificate"," Nursery "
"3021","47","Certified Occupancy Specialist",8,"Certified Occupancy Specialist"," Occupancy Specialist"," Occupancy Specialist"
"3022","47","Certified Occupational Safety Specialist",2,"Certified Occupational Safety Specialist"," Occupational Safety Specialist"," Occupational Safety Specialist"
"3023","47","Certified Occupational Therapy Assistant (COTA)",14,"Certified Occupational Therapy Assistant (COTA)"," Occupational Therapy Assistant (COTA)"," Occupational Therapy Assistant (COTA)"
"3024","47","Certified Outpatient Coding (COC)",114,"Certified Outpatient Coding (COC)"," Outpatient Coding (COC)"," Outpatient Coding (COC)"
"3025","47","Certified Overhead Crane Operator",38,"Certified Overhead Crane Operator"," Overhead Crane Operator"," Overhead Crane Operator"
"3026","47","Certified Payroll Professional (CPP)",11,"Certified Payroll Professional (CPP)"," Payroll Professional (CPP)"," Payroll Professional (CPP)"
"3027","47","Certified Pest Control",35,"Certified Pest Control"," Pest Control"," Pest Control"
"3028","47","Certified Picture Framer",3,"Certified Picture Framer"," Picture Framer"," Picture Framer"
"3029","47","Certified Pipelayer",6,"Certified Pipelayer"," Pipelayer"," Pipelayer"
"3030","47","Certified Plans Examiner",22,"Certified Plans Examiner"," Plans Examiner"," Plans Examiner"
"3031","47","Certified Playground Safety Inspector",14,"Certified Playground Safety Inspector"," Playground Safety Inspector"," Playground Safety Inspector"
"3032","47","Certified Pool/Spa Operator",69,"Certified Pool/Spa Operator"," Pool/Spa Operator"," Pool/Spa Operator"
"3033","47","Certified Production Technician (CPT)",4,"Certified Production Technician (CPT)"," Production Technician (CPT)"," Production Technician (CPT)"
"3034","47","Certified Professional Coder",3,"Certified Professional Coder"," Professional Coder"," Professional Coder"
"3035","47","Certified Professional Environmental Auditor",2,"Certified Professional Environmental Auditor"," Professional Environmental Auditor"," Professional Environmental Auditor"
"3036","47","Certified Professional in Erosion and Sediment Control",33,"Certified Professional in Erosion and Sediment Control"," Professional in Erosion and Sediment Control"," Professional in Erosion and Sediment Control"
"3037","47","Certified Professional in Supply Management (CPSM)",4,"Certified Professional in Supply Management (CPSM)"," Professional in Supply Management (CPSM)"," Professional in Supply Management (CPSM)"
"3038","47","Certified Protection Professional (CPP)",7,"Certified Protection Professional (CPP)"," Protection Professional (CPP)"," Protection Professional (CPP)"
"3039","47","Certified Psychiatric Rehabilitation Practitioner",2,"Certified Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"
"3040","47","Certified Public Accountant (CPA)",31,"Certified Public Accountant (CPA)"," Public Accountant (CPA)"," Public Accountant (CPA)"
"3041","47","Certified Quality Auditor (CQA)",18,"Certified Quality Auditor (CQA)"," Quality Auditor (CQA)"," Quality Auditor (CQA)"
"3042","47","Certified Quality Engineer (CQE)",4,"Certified Quality Engineer (CQE)"," Quality Engineer (CQE)"," Quality Engineer (CQE)"
"3043","47","Certified Quality Improvement Associate (CQIA)",2,"Certified Quality Improvement Associate (CQIA)"," Quality Improvement Associate (CQIA)"," Quality Improvement Associate (CQIA)"
"3044","47","Certified Quality Inspector (CQI)",6,"Certified Quality Inspector (CQI)"," Quality Inspector (CQI)"," Quality Inspector (CQI)"
"3045","47","Certified Quality Technician (CQT)",38,"Certified Quality Technician (CQT)"," Quality Technician (CQT)"," Quality Technician (CQT)"
"3046","47","Certified Recruiter",2,"Certified Recruiter"," Recruiter"," Recruiter"
"3047","47","Certified Registered Central Service Technician (CRCST)",2,"Certified Registered Central Service Technician (CRCST)"," Registered Central Service Technician (CRCST)"," Registered Central Service Technician (CRCST)"
"3048","47","Certified Rehabilitation Counselor",6,"Certified Rehabilitation Counselor"," Rehabilitation Counselor"," Rehabilitation Counselor"
"3049","47","Certified Reliability Engineer",2,"Certified Reliability Engineer"," Reliability Engineer"," Reliability Engineer"
"3050","47","Certified Repair Technician",10,"Certified Repair Technician"," Repair Technician"," Repair Technician"
"3051","47","Certified Repairman",4,"Certified Repairman"," Repairman"," Repairman"
"3052","47","Certified Residential Appraiser",11,"Certified Residential Appraiser"," Residential Appraiser"," Residential Appraiser"
"3053","47","Certified Residential Building Inspector",10,"Certified Residential Building Inspector"," Residential Building Inspector"," Residential Building Inspector"
"3054","47","Certified Rigger",16,"Certified Rigger"," Rigger"," Rigger"
"3055","47","Certified Safety and Security Director",3,"Certified Safety and Security Director"," Safety and Security Director"," Safety and Security Director"
"3056","47","Certified Safety Professional",122,"Certified Safety Professional"," Safety Professional"," Safety Professional"
"3057","47","Certified Salesforce Administrator",2,"Certified Salesforce Administrator"," Salesforce Administrator"," Salesforce Administrator"
"3058","47","Certified Salesforce Advanced Administrator",1,"Certified Salesforce Advanced Administrator"," Salesforce Advanced Administrator"," Salesforce Advanced Administrator"
"3059","47","Certified Salesforce Platform Developer",5,"Certified Salesforce Platform Developer"," Salesforce Platform Developer"," Salesforce Platform Developer"
"3060","47","Certified Salesforce Platform Developer I",6,"Certified Salesforce Platform Developer I"," Salesforce Platform Developer I"," Salesforce Platform Developer I"
"3061","47","Certified Salesforce Platform Developer II",7,"Certified Salesforce Platform Developer II"," Salesforce Platform Developer II"," Salesforce Platform Developer II"
"3062","47","Certified Salesforce Sales Cloud Consultant",1,"Certified Salesforce Sales Cloud Consultant"," Salesforce Sales Cloud Consultant"," Salesforce Sales Cloud Consultant"
"3063","47","Certified Sanitarian",8,"Certified Sanitarian"," Sanitarian"," Sanitarian"
"3064","47","Certified Satellite Installer (CSI)",19,"Certified Satellite Installer (CSI)"," Satellite Installer (CSI)"," Satellite Installer (CSI)"
"3065","47","Certified ScrumMaster (CSM)",1,"Certified ScrumMaster (CSM)"," ScrumMaster (CSM)"," ScrumMaster (CSM)"
"3066","47","Certified Software Project Manager",2,"Certified Software Project Manager"," Software Project Manager"," Software Project Manager"
"3067","47","Certified Storm Water",28,"Certified Storm Water"," Storm Water"," Storm Water"
"3068","47","Certified Storm Water Operator",26,"Certified Storm Water Operator"," Storm Water Operator"," Storm Water Operator"
"3069","47","Certified Strength and Conditioning Specialist",1,"Certified Strength and Conditioning Specialist"," Strength and Conditioning Specialist"," Strength and Conditioning Specialist"
"3070","47","Certified Substance Abuse Counselor",2,"Certified Substance Abuse Counselor"," Substance Abuse Counselor"," Substance Abuse Counselor"
"3071","47","Certified Superintendent",2,"Certified Superintendent"," Superintendent"," Superintendent"
"3072","47","Certified Surgical Technician",1,"Certified Surgical Technician"," Surgical Technician"," Surgical Technician"
"3073","47","Certified Surgical Technologist",4,"Certified Surgical Technologist"," Surgical Technologist"," Surgical Technologist"
"3074","47","Certified Survey Technician (CST)",6,"Certified Survey Technician (CST)"," Survey Technician (CST)"," Survey Technician (CST)"
"3075","47","Certified Teacher",52,"Certified Teacher"," Teacher"," Teacher"
"3076","47","Certified Testing Technician",4,"Certified Testing Technician"," Testing Technician"," Testing Technician"
"3077","47","Certified Tig",1,"Certified Tig"," Tig"," Tig"
"3078","47","Certified To Operate Heavy Machinery",1,"Certified To Operate Heavy Machinery"," To Operate Heavy Machinery"," To Operate Heavy Machinery"
"3079","47","Certified Treasury Professional (CTP)",2,"Certified Treasury Professional (CTP)"," Treasury Professional (CTP)"," Treasury Professional (CTP)"
"3080","47","Certified Urology Coder",9,"Certified Urology Coder"," Urology Coder"," Urology Coder"
"3081","47","Certified Value Specialist",1,"Certified Value Specialist"," Value Specialist"," Value Specialist"
