"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"1618","11 1ST AVE NW, MAYVILLE, ND, 58257","""11"" 1ST AVE NW, MAYVILLE, ND, 58257",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...11 1st Ave NW # 6, Mayville, ND 58257 | realtor.com®WebView detailed information about property 11 1st Ave NW # 6, Mayville, ND 58257 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"1619","118 MAIN ST W, MAYVILLE, ND, 58257","""118"" MAIN ST W, MAYVILLE, ND, 58257","2","1.0","970","Zillowhttps://www.zillow.com/homedetails/118-8th …118 8th Ave SE, Mayville, ND 58257 | ZillowWeb118 8th Ave SE , Mayville, ND 58257-1639 is currently not for sale. The 970 sq. ft. townhouse is a 2 bed, 1.0 bath unit. This townhouse was built in and last sold on for. View more property details, sales history and …","zillow"
"1620","120 MAIN ST W, MAYVILLE, ND, 58257","""120"" MAIN ST W, MAYVILLE, ND, 58257","2","2.0","950","Zillowhttps://www.zillow.com/homedetails/120-4th …120 4th Ave SE, Mayville, ND 58257 | ZillowWeb120 4th Ave SE , Mayville, ND 58257-1426 is currently not for sale. The 950 sq. ft. single-family home is a 2 bed, 2.0 bath property. This home was built in 1910 and last sold on for. View more property details, sales …","zillow"
"1621","124 MAIN ST W, MAYVILLE, ND, 58257","""124"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/124-Main-St-W...124 Main St W, Mayville, ND 58257 | ZillowWebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure …Location: 124 Main St W, Mayville, 58257, ND","zillow"
"1622","134 MAIN ST W, MAYVILLE, ND, 58257","""134"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/134-Main-St-W...134 Main St W, Mayville, ND 58257 | ZillowWeb134 Main St W, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"1623","39 1ST AVE NW, MAYVILLE, ND, 58257","""39"" 1ST AVE NW, MAYVILLE, ND, 58257",NA,NA,NA,NA,NA
"1624","238 BROUGHTON AVE, MINTO, ND, 58261","""238"" BROUGHTON AVE, MINTO, ND, 58261",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/238-Broughton...238 Broughton Ave, Minto, ND 58261 WebThree bedroom (den on main floor currently used as master), one bath home located in Minto. Home includes garden shed and steel garage/storage shed in back alley. Back yard has numerous perennial …","zillow"
"1625","229 GILLESPIE AVE, MINTO, ND, 58261","""229"" GILLESPIE AVE, MINTO, ND, 58261",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/229-Gillespie...229 Gillespie Ave, Minto, ND 58261 | ZillowWeb229 Gillespie Ave, Minto, ND 58261 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2020-05-15 for …","zillow"
"1626","114 BROUGHTON AVE, MINTO, ND, 58261","""114"" BROUGHTON AVE, MINTO, ND, 58261",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/114-Broughton...114 Broughton Ave, Minto, ND 58261 | ZillowWeb114 Broughton Ave, Minto, ND 58261 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"1627","37 MAIN ST W, MAYVILLE, ND, 58257","""37"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/37-Center-Ave-N...37 Center Ave N, Mayville, ND 58257 | ZillowWeb37 Center Ave N, Mayville, ND 58257 is currently not for sale. The -- sqft home type unknown home is a -- beds, -- baths property. This home was built in null and last sold …","zillow"
"1628","41 CENTER AVE S, MAYVILLE, ND, 58257","""41"" CENTER AVE S, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 41-Center-Ave-S...41 Center Ave S, Mayville, ND 58257 | ZillowWeb41 Center Ave S, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2023 …","zillow"
"1629","35 CENTER AVE S, MAYVILLE, ND, 58257","""35"" CENTER AVE S, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/35-Center-Ave-S...35 Center Ave S, Mayville, ND 58257 Web35 Center Ave S, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"1630","11 MAIN ST W, MAYVILLE, ND, 58257","""11"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,NA,NA
"1631","11 MAIN ST W, MAYVILLE, ND, 58257","""11"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Related searches for ""11"" MAIN ST W, MAYVILLE, ND, 58257mayville nd 58257zillow mayville nd 58257More related searchesRelated searches for ""11"" MAIN ST W, MAYVILLE, ND, 58257mayville nd 58257zillow mayville nd 58257","zillow"
"1632","129 1ST AVE NW, MAYVILLE, ND, 58257","""129"" 1ST AVE NW, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/129-1st-Ave-NW...129 1st Ave NW, Mayville, ND 58257 | ZillowWeb129 1st Ave NW, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"1633","119 2ND ST NW, MAYVILLE, ND, 58257","""119"" 2ND ST NW, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/119-2nd-St-NW...119 2nd St NW, Mayville, ND 58257 | ZillowWeb119 2nd St NW, Mayville, ND 58257 is currently not for sale. The -- sqft home type unknown home is a -- beds, -- baths property. This home was built in null and last sold …","zillow"
"1634","125 2ND ST NW, MAYVILLE, ND, 58257","""125"" 2ND ST NW, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/125-2nd-St-NW...125 2nd St NW, Mayville, ND 58257 | ZillowWeb125 2nd St NW , Mayville, ND 58257-1120 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1635","126 2ND AVE NW, MAYVILLE, ND, 58257","""126"" 2ND AVE NW, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/126-2nd-Ave-NW...126 2nd Ave NW, Mayville, ND 58257 | ZillowWebView this $546 0 bed, 0.0 bath, sqft single family home located at 126 2nd Ave NW built in on Zillow. MLS #.","zillow"
"1636","115 1/2 1ST AVE NW, MAYVILLE, ND, 58257","""115"" 1/2 1ST AVE NW, MAYVILLE, ND, 58257","3",NA,"1368","Zillowhttps://www.zillow.com/homedetails/115-1st-Ave-NW...115 1st Ave NW, Lidgerwood, ND 58053 | ZillowWebThis is a 1368 square foot, 3 bedroom, single family home. This home is located at 115 1st Ave NW, Lidgerwood, ND 58053.","zillow"
"1637","124 2ND AVE NW, MAYVILLE, ND, 58257","""124"" 2ND AVE NW, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/124-Main-St-W...124 Main St W, Mayville, ND 58257 | ZillowWebThese properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also known as bank-owned or real estate owned (REO). Foreclosed …","zillow"
"1638","42 GILLESPIE AVE, MINTO, ND, 58261","""42"" GILLESPIE AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/42-Gillespie...42 Gillespie Ave, Minto, ND 58261 | ZillowWeb42 Gillespie Ave , Minto, ND 58261-6040 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1639","117 MAIN ST W, MAYVILLE, ND, 58257","""117"" MAIN ST W, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/117-Main-St-W...117 Main St W, Mayville, ND 58257 | ZillowWeb117 Main St W , Mayville, ND 58257-1315 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1640","119 MAIN ST W, MAYVILLE, ND, 58257","""119"" MAIN ST W, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/119-Main-St-W...119 Main St W, Mayville, ND 58257 | ZillowWeb119 Main St W , Mayville, ND 58257-1315 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1641","123 MAIN ST W, MAYVILLE, ND, 58257","""123"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 123-Main-St-W...123 Main St W, Mayville, ND 58257 | ZillowWeb123 Main St W, Mayville, ND 58257 is currently not for sale. The -- sqft single family …","zillow"
"1642","129 MAIN ST W, MAYVILLE, ND, 58257","""129"" MAIN ST W, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/129-Main-St-W...129 Main St W, Mayville, ND 58257 | ZillowWeb129 Main St W , Mayville, ND 58257-1315 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1643","133 MAIN ST W, MAYVILLE, ND, 58257","""133"" MAIN ST W, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/133-Main-St-W...133 Main St W, Mayville, ND 58257 Web133 Main St W, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"1644","134 1ST ST SW, MAYVILLE, ND, 58257","""134"" 1ST ST SW, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/134-Main-St-W...134 Main St W, Mayville, ND 58257 | ZillowWeb134 Main St W, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"1645","137 GILLESPIE AVE, MINTO, ND, 58261","""137"" GILLESPIE AVE, MINTO, ND, 58261","3","2",NA,"Zillowhttps://www.zillow.com/homedetails/137-Gillespie...137 Gillespie Ave, Minto, ND 58261 | ZillowWeb137 Gillespie Ave, Minto, ND 58261 is currently not for sale. The -- sqft single family home is a 3 beds, 2 baths property. This home was built in null and last sold on 2008-05-20 for …","zillow"
"1646","32 2ND AVE NW, MAYVILLE, ND, 58257","""32"" 2ND AVE NW, MAYVILLE, ND, 58257","5","2",NA,"Zillowhttps://www.zillow.com/homedetails/32-2nd-Ave-NW...32 2nd Ave NW, Mayville, ND 58257 | ZillowWebMay 23, 2019 · 32 2nd Ave NW, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a 5 beds, 2 baths property. This home was built in null and last sold …","zillow"
"1647","28 2ND AVE NW, MAYVILLE, ND, 58257","""28"" 2ND AVE NW, MAYVILLE, ND, 58257","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/28-2nd-Ave-NW...28 2nd Ave NW, Mayville, ND 58257 | ZillowWeb28 2nd Ave NW , Mayville, ND 58257-1151 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1648","24 2ND AVE NW, MAYVILLE, ND, 58257","""24"" 2ND AVE NW, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/24-2nd-Ave-NW...24 2nd Ave NW, Mayville, ND 58257 | ZillowWeb24 2nd Ave NW, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"1649","100 1ST ST NW, MAYVILLE, ND, 58257","""100"" 1ST ST NW, MAYVILLE, ND, 58257",NA,NA,NA,"Related searches for ""100"" 1ST ST NW, MAYVILLE, ND, 58257mayville nd 58257zillow mayville nd 58257More related searchesRelated searches for ""100"" 1ST ST NW, MAYVILLE, ND, 58257mayville nd 58257zillow mayville nd 58257","zillow"
"1650","115 1ST AVE NW, MAYVILLE, ND, 58257","""115"" 1ST AVE NW, MAYVILLE, ND, 58257","3","2","2,324","Zillowhttps://www.zillow.com/homedetails/115-1st-Ave-NW...115 1st Ave NW, Mayville, ND 58257 | ZillowWeb115 1st Ave NW, Mayville, ND 58257 is currently not for sale. The 2,324 Square Feet single family home is a 3 beds, 2 baths property. This home was built in 1887 and last sold on 2019-04-10 for $--. View more …","zillow"
"1651","333 BROUGHTON AVE, MINTO, ND, 58261","""333"" BROUGHTON AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/333-Broughton...333 Broughton Ave, Minto, ND 58261 Web333 Broughton Ave , Minto, ND 58261-6158 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1652","529 3RD ST, MINTO, ND, 58261","""529"" 3RD ST, MINTO, ND, 58261",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/529-3rd-St...529 3rd St, Minto, ND 58261 | ZillowWeb529 3rd St, Minto, ND 58261 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2011-03-21 for $--. …","zillow"
"1653","438 HARVEY AVE, MINTO, ND, 58261","""438"" HARVEY AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/438-Harvey-Ave...438 Harvey Ave, Minto, ND 58261 | ZillowWeb438 Harvey Ave , Minto, ND 58261-6154 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 430 Major Ave, Minto, 58261, ND","zillow"
"1654","529 4TH ST, MINTO, ND, 58261","""529"" 4TH ST, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/529-4th-St...529 4th St, Minto, ND 58261 | ZillowWeb529 4th St , Minto, ND 58261-6134 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View more …Location: 438 Harvey Ave, Minto, 58261, NDExplore further529 4TH ST, MINTO, ND 58261 | RE/MAXremax.com429 4TH AVE NW, MINOT, ND 58703 | RE/MAXremax.com429 4TH AVE NW, MINOT, ND 58703 | …connectedinvestors.com2029 4Th St Nw, Minot, ND 58703 - Property Record | LoopNetloopnet.comRecommended to you based on what's popular • Feedback","zillow"
"1655","241 BROUGHTON AVE, MINTO, ND, 58261","""241"" BROUGHTON AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/241-Broughton...241 Broughton Ave, Minto, ND 58261 Web241 Broughton Ave , Minto, ND 58261-6157 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"1656","529 2ND ST, MINTO, ND, 58261","""529"" 2ND ST, MINTO, ND, 58261","4","1.0",NA,"Zillowhttps://www.zillow.com/homedetails/529-2nd-St...529 2nd St, Minto, ND 58261 | ZillowWeb529 2nd St , Minto, ND 58261-6030 is currently not for sale. The sq. ft. single-family home is a 4 bed, 1.0 bath property. This home was built in and last sold on for. View more …","zillow"
"1657","330 HARVEY AVE, MINTO, ND, 58261","""330"" HARVEY AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/330-Harvey-Ave...330 Harvey Ave, Minto, ND 58261 | ZillowWeb330 Harvey Ave , Minto, ND 58261-6152 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1658","214 4TH AVE SE, MAYVILLE, ND, 58257","""214"" 4TH AVE SE, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/214-4th-Ave-SE...214 4th Ave SE, Mayville, ND 58257 | ZillowWeb214 4th Ave SE, Mayville, ND 58257 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2009-03-12 for …","zillow"
"1659","218 4TH AVE SE, MAYVILLE, ND, 58257","""218"" 4TH AVE SE, MAYVILLE, ND, 58257",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...218 4th Ave SE, Mayville, ND 58257 | realtor.com®WebView detailed information about property 218 4th Ave SE, Mayville, ND 58257 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"1660","224 4TH AVE SE, MAYVILLE, ND, 58257","""224"" 4TH AVE SE, MAYVILLE, ND, 58257",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandh…224 4th Ave SE, Mayville, ND 58257 | realtor.com®WebView detailed information about property 224 4th Ave SE, Mayville, ND 58257 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"1661","228 4TH AVE SE, MAYVILLE, ND, 58257","""228"" 4TH AVE SE, MAYVILLE, ND, 58257","1","1","1,664","Zillowhttps://www.zillow.com/homedetails/228-4th-Ave-SE...228 4th Ave SE, Mayville, ND 58257 | ZillowWeb228 4th Ave SE, Mayville, ND 58257 is currently not for sale. The 1,664 Square Feet single family home is a 1 bed, 1 bath property. This home was built in 1943 and last sold on …","zillow"
"1662","230 4TH AVE SE, MAYVILLE, ND, 58257","""230"" 4TH AVE SE, MAYVILLE, ND, 58257",NA,NA,"1,700","Zillowhttps://www.zillow.com/homedetails/230-4th-Ave-SE...230 4th Ave SE, Mayville, ND 58257 | ZillowWeb. 2 bd 1,700 sqft 230 4th Ave SE, Mayville, ND 58257 Off market Zestimate ® : $115,000 Rent Zestimate ® : $929 Est. refi payment: $634/mo Refinance your loan Home value 13 All calculations are estimates and …","zillow"
"1663","230 5TH AVE SE, MAYVILLE, ND, 58257","""230"" 5TH AVE SE, MAYVILLE, ND, 58257",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/230-5th-Ave-SE...230 5th Ave SE, Mayville, ND 58257 | ZillowWebAccepting Backup Offers Pending & Under Contract Sellers of these homes have accepted a buyer's offer; however, the home has not closed. Done Price Price Range $0+ …","zillow"
"1664","49 GILLESPIE AVE, MINTO, ND, 58261","""49"" GILLESPIE AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/49-Gillespie...49 Gillespie Ave, Minto, ND 58261 | ZillowWeb49 Gillespie Ave , Minto, ND 58261-6010 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"1665","34 GILLESPIE AVE, MINTO, ND, 58261","""34"" GILLESPIE AVE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/34-Gillespie...34 Gillespie Ave, Minto, ND 58261 Web34 Gillespie Ave , Minto, ND 58261-6040 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Explore further34 GILLESPIE AVE, MINTO, ND 58261 | RE/MAXremax.com34 Gillespie Ave, Minto, ND 58261 owner and property recordshomemetry.com234 Gillespie Ave Minto ND 58261 Property Record & …xome.comRecommended to you based on what's popular • Feedback","zillow"
