Raw,Freq,entity,certificate,confidence_entry,confidence_cert,confidence
Certified Clinical Research Professional,6,American Health Information Management Association (AHIMA),Clinical Documentation Improvement Practitioner (CDIP),0.1555,0.1953,0.0342
Certified Clinical Supervisor,2,American Health Information Management Association (AHIMA),Clinical Documentation Improvement Practitioner (CDIP),0.1555,0.1953,0.0342
Chartered Advisor For Senior Living,17,International Municipal Signal Association,Traffic Signal Senior Field Technician Level III,0.2204,0.1373,0.0341
Certified General Appraiser,1,ETA International,General Communications Technician - Level 2,0.1544,0.1938,0.0337
Power Generation Equipment Certification,22,National Institute for Automotive Service Excellence (ASE),Automotive Service Excellence (ASE) - E1 Truck Equipment Installation &amp; Repair,0.3183,0.0938,0.0337
Facility Management Professional,10,National Fire Protection Association,Certified Sprinkler ITM Specialist for Facility Managers,0.2105,0.1417,0.0336
Certified Crestron Programmer,4,Oracle,"Oracle Certified Professional, Java Programmer SE8",0.1588,0.1878,0.0336
Certified Programmer,10,Oracle,"Oracle Certified Professional, Java Programmer SE8",0.1588,0.1878,0.0336
storage+ Certification,1,EMC Education Services,EMC Proven Professional Certification in Information Storage and Management,0.1937,0.1528,0.0334
Design Technology,7,Certified Internet Web (CIW),Certified Internet Web (CIW) Database Design Specialist,0.2416,0.1225,0.0334
Certified Mold Technician,4,SOLIDWORKS,Certified SOLIDWORKS Advanced Professional Mold Making,0.1577,0.1865,0.0332
Certified Securities Operations Professional (CSOP),1,Smart Automation Certification Alliance,SACA C-102 Certified Industry 4.0 Associate - Advanced Operations,0.2208,0.1331,0.0331
Aruba Certified ClearPass Professional (ACCP),3,Apple,Apple Certified Support Professional (ACSP),0.1439,0.2042,0.0331
NICET Construction,18,American Concrete Institute International,Concrete Construction Special Inspector,0.1280,0.2271,0.0328
Certified Storm Water,33,Association of Boards of Certification,Water Distribution Operator Class III,0.1522,0.1907,0.0327
Certified Water Restoration Technician,2,Association of Boards of Certification,Water Distribution Operator Class III,0.1522,0.1907,0.0327
Certified Water Technician,18,Association of Boards of Certification,Water Distribution Operator Class III,0.1522,0.1907,0.0327
Oracle Certified Master (OCM),1,Oracle,"Oracle Certified Professional, Java Programmer SE8",0.1566,0.1852,0.0327
Certified Pediatric Nurse,1,National Board for Respiratory Care,Neonatal/Pediatric Respiratory Care Specialist,0.1512,0.1891,0.0322
American Institute of Baking (AIB) Certification,82,American Petroleum Institute,Piping Inspector Certification,0.2268,0.1250,0.0319
Real Estate Certification,1303,Equipment & Engine Training Council,Reel Technology Certification,0.1092,0.2583,0.0318
Certified Server,1,Microsoft,Microsoft Certified Solutions Associate (MCSA) - Server,0.1544,0.1826,0.0318
Activity Coordinator Certification,1,Apple,Apple Certified Technical Coordinator (ACTC),0.1409,0.2000,0.0318
Backflow Certified,25,International Association of Plumbing and Mechanical Officials,Backflow Prevention Assembly Repairer Certification,0.1409,0.2000,0.0318
Backflow License,192,International Association of Plumbing and Mechanical Officials,Backflow Prevention Assembly Repairer Certification,0.1409,0.2000,0.0318
Certified Fitter,21,National Center for Construction Education and Research (NCCER),Maritime Structural Fitter - Level 2 ,0.1409,0.2000,0.0318
Certified Mastectomy Fitter,2,National Center for Construction Education and Research (NCCER),Maritime Structural Fitter - Level 2 ,0.1409,0.2000,0.0318
Certified Oncology Nurse,5,Academy of Internal Medicine for Veterinary Technicians,Veterinary Internal Medicine Technician - Oncology,0.1409,0.2000,0.0318
Certified Radiographic Interpreter,2,Boys' Town National Research Hospital,Educational Interpreter Performance Assessment Certification,0.1409,0.2000,0.0318
Certified Rt,27,American Registry of Radiologic Technologists (ARRT),Registered Vascular Sonographer RT(VS),0.1409,0.2000,0.0318
Chain of Custody,4,APICS,APICS Certified Supply Chain Professional,0.1409,0.2000,0.0318
Direct Care,29,ETA International,Associate Electronics Technician - Direct Current,0.1409,0.2000,0.0318
GIAC Penetration Tester (GPEN),1,Global Information Assurance Certification,GIAC Certified Web Application Defender,0.1409,0.2000,0.0318
GIAC Reverse Engineering Malware,1,Global Information Assurance Certification,GIAC Certified Web Application Defender,0.1409,0.2000,0.0318
Google AdWords Training,1,Google,Google Certified Educator Level 2,0.1409,0.2000,0.0318
Google Earth Certification,2,Google,Google Certified Educator Level 2,0.1409,0.2000,0.0318
Health Unit Coordinator,88,Apple,Apple Certified Technical Coordinator (ACTC),0.1409,0.2000,0.0318
I-Car,378,I-CAR,I-CAR Refinishing Technician ProLevel 2,0.1409,0.2000,0.0318
Legal Assistant,9,International Code Council,Certified Building Official - Legal Module,0.1409,0.2000,0.0318
Legal Secretary Certification,8,International Code Council,Certified Building Official - Legal Module,0.1409,0.2000,0.0318
Marketing Cloud Consultant,4,National Restaurant Association,ManageFirst - Hospitality and Restaurant Marketing,0.1409,0.2000,0.0318
Nih Stroke Scale Certified,1,Equipment & Engine Training Council,Two Stroke Engine Certification Test,0.1409,0.2000,0.0318
Pharmaceutical GMP Professional (CPGP),3,National Association of Pharmaceutical Sales Representatives (NAPSR),Certified National Pharmaceutical Representative (CNPR),0.1409,0.2000,0.0318
Soil Tester,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1409,0.2000,0.0318
Certified Psychiatric Rehabilitation Practitioner,88,American Health Information Management Association (AHIMA),Clinical Documentation Improvement Practitioner (CDIP),0.1501,0.1876,0.0317
Chiropractic Assistant,4,American Association for Laboratory Animal Science,Assistant Laboratory Animal Technician,0.1259,0.2234,0.0317
Teaching Assistant,1,American Association for Laboratory Animal Science,Assistant Laboratory Animal Technician,0.1259,0.2234,0.0317
American Board of Bionalysts Certification (ABB),8,North American Board of Certified Energy Practitioners (NABCEP),Photovoltiac Installation Professional Certification,0.2997,0.0937,0.0317
Master Business Continuity Professional,6,Certified Internet Web (CIW),Certified Internet Web (CIW) Internet Business Associate,0.2051,0.1362,0.0315
Certified Environmental Professional,2,National Environmental Health Association (NEHA),Certified Professional Food Manager (CPFM),0.2219,0.1258,0.0315
3A License,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Abatement License,4,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Abatement Worker License,1,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Adjuster License,145,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Aerial License,1,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Aesthetics License,7,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
All Lines Adjuster License,3,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Amateur Extra Class License,1,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Amateur Radio License,9,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Amateur Radio Operators License,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Ambulance Attendant License,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Annuity License,3,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Applicators License,333,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Appraisal License,9,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Armed Security License,12,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Atp License,1,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Bail Bonds License,1,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Baking and Pastry,8,American Culinary Federation,Certified Fundamentals Pastry Cook (CFPC),0.1398,0.1984,0.0313
Banker License,3,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Beauty License,4,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Blue Seal License,73,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Boater's License,7,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Boating License,15,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Bp License,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Brazing License,13,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Burglar Alarm License,24,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Business License,640,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Ca License,312,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
California Contractors License,24,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Captains License,6,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Care License,499,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Casino Gaming License,1389,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Chiropractor License,11,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Class D Security License,11,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Class Fcc License,12,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Commercial Applicators License,106,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Commercial Fishing License,6,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Commercial Pesticide License,16,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Commission License,102,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Contractors License,2944,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Cosmetology License,678,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Driver's License,574264,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
Embalming License,5,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
General Radiotelephone Operator License,201,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1398,0.1984,0.0313
